transcription,recording_id,audio,model_transcription
iberia three four seven three geneva one two eight one five good bye ,071_0570,"{'array': array([-0.00085822, -0.00909595, -0.02461055, ...,  0.00152364,
       -0.01016783, -0.00018938], dtype=float32), 'path': 'atcosim/WAVdata/gf1/gf1_01/gf1_01_235.wav', 'sampling_rate': 16000}",I BEA THREE FOUR SEVEN THREE JUNIVI WANT TO WAIT ONE FIVE GOOD BIHT
translift five four zero bonjour identified cleared st prex willisau flight level three two zero ,071_0571,"{'array': array([-0.0050081 , -0.01062318, -0.00730642, ..., -0.00183527,
        0.00371473, -0.00822547], dtype=float32), 'path': 'atcosim/WAVdata/gf1/gf1_01/gf1_01_236.wav', 'sampling_rate': 16000}",PONS LIFT FIE FO AT OBOS RO WHAAT TE FINT GLAN SIN PABIIS ALL FRIGHT THE POTATOS AT OL
[EMPTY] ,071_0572,"{'array': array([-1.68025575e-03,  4.83237556e-04, -5.10827987e-04,  1.14365155e-03,
       -6.24006474e-03, -1.47249149e-02,  3.06931231e-03, -1.19999005e-02,
       -1.16328448e-02, -7.55583693e-04, -1.20309759e-02, -4.20628767e-03,
       -1.13054579e-02, -1.45292971e-02, -4.65664640e-03, -2.77057244e-03,
       -3.81122530e-03, -3.23706935e-03, -2.09896802e-03, -1.94114354e-03,
       -2.29911436e-03, -2.65303510e-03, -1.38636737e-03, -1.21220958e-03,
       -3.47555126e-03, -2.70889001e-03, -1.27169536e-03, -1.39981310e-03,
       -1.24407792e-03, -1.61362032e-03, -1.57499011e-03, -2.26305891e-03,
       -1.41557748e-03, -1.16861856e-03, -1.42296765e-03, -2.20984826e-03,
       -2.25156476e-03, -6.39139500e-04, -4.05510829e-04, -1.57347496e-03,
       -2.32357834e-03, -1.71626953e-03, -9.09904600e-04,  1.93987566e-04,
        5.17732580e-04, -2.21313466e-03, -2.54581869e-03,  5.01497241e-04,
        1.57637452e-03,  4.97411995e-04, -1.34563528e-03, -4.83980490e-04,
        2.74209015e-04, -6.46715402e-04, -1.10343937e-03,  3.95575131e-04,
       -7.64348137e-04, -2.09436612e-03, -1.80456752e-03, -8.48882541e-04,
       -1.17834152e-05, -1.51206122e-03, -1.13812624e-03, -7.59667018e-04,
       -5.96071186e-04, -1.00473093e-03,  6.69824076e-04, -8.36448220e-04,
       -1.19970471e-03,  3.29996488e-04, -1.57122698e-03, -5.00135880e-04,
        5.03202227e-06,  1.19123855e-04, -1.81920582e-03, -1.82190246e-03,
       -5.46685187e-04, -1.59052206e-06,  3.93162918e-05,  3.62014049e-04,
       -3.96682561e-04, -1.94721262e-03, -6.37060293e-05, -4.37725335e-04,
       -1.87525831e-04,  1.24000525e-03,  4.62220196e-04, -6.87484862e-04,
       -1.50826654e-05, -1.47283566e-03, -1.23015279e-03,  2.08838304e-04,
       -1.12267432e-03, -1.91781379e-03, -9.20681807e-04,  2.75860773e-03,
        1.02932216e-03, -2.47144233e-03, -2.22667470e-03,  9.42481856e-05,
        9.34558513e-04, -5.27559256e-04, -2.67811465e-05,  2.95068079e-04,
       -3.17452650e-04,  3.25175730e-04,  1.68474962e-03,  2.12622384e-04,
       -8.74872436e-04, -6.17068959e-04, -5.31028840e-04, -2.17159366e-04,
        4.92159452e-04,  9.70290333e-04, -3.40016013e-05, -1.38244388e-04,
        4.83245560e-04,  1.00681989e-03,  5.11260354e-04, -1.19528489e-03,
       -1.30736898e-03, -5.24273724e-04,  2.01577204e-04,  2.30885227e-04,
       -3.64263474e-06, -1.30348036e-03, -1.28949643e-03,  6.44052925e-05,
       -8.02635099e-04, -4.36991686e-05,  2.24916395e-04,  3.20688123e-04,
        8.71247088e-04, -5.73419151e-04, -4.55152855e-04,  6.11128693e-04,
        2.32603124e-04, -1.39139127e-03, -2.05578213e-03, -9.06057365e-04,
       -1.35777378e-03, -1.80939585e-03, -2.04354365e-05,  2.04758122e-04,
       -1.34714227e-03, -8.58613057e-04,  5.04956814e-04, -1.14513014e-03,
       -2.44531012e-03, -6.74702518e-04,  1.42011524e-03, -2.30205493e-04,
       -2.24816496e-03, -3.95286974e-04, -2.02714326e-03, -1.66610081e-03,
        7.86221412e-04, -1.60098507e-03, -1.92446623e-03, -1.91730971e-03,
        3.23520217e-04,  1.04021945e-03, -1.49395771e-03, -8.34229169e-04,
       -9.73297807e-04, -6.43233288e-05,  6.96443545e-04,  6.76655385e-04,
       -3.85063118e-04, -6.57240744e-04,  1.99297312e-04, -3.87481559e-04,
        3.80500656e-04, -7.31086591e-04, -1.60161406e-03, -4.27238498e-04,
        5.74002159e-04,  2.25412718e-04, -6.47547306e-04, -3.33726523e-04,
        1.23331312e-03,  1.69387530e-03, -1.11460721e-03, -1.99998356e-03,
        1.75906360e-04,  1.00015546e-03,  2.63039343e-04,  1.66673330e-03,
       -2.03103737e-05, -1.47341657e-03, -2.96769576e-04,  3.88762710e-04,
        4.21289995e-04,  2.83265254e-04,  8.18444896e-05, -1.67866738e-03,
        6.66857057e-04,  1.56289793e-03,  1.15567446e-03,  2.29159044e-03,
        5.07806137e-04, -9.67586413e-04, -2.89634074e-04,  3.28390830e-04,
        5.02258248e-04, -9.52590955e-04, -2.53806473e-04,  6.01216627e-04,
       -4.42801655e-04, -1.34218682e-03, -1.75010398e-04,  1.45718467e-03,
       -9.27068118e-04, -9.31067450e-04, -5.62954810e-04, -1.04423251e-03,
       -3.44050568e-05, -6.25195564e-04, -1.88823591e-03, -1.31405075e-03,
       -7.94578955e-05, -1.11990480e-03, -9.28138907e-04,  4.56024572e-04,
       -7.90327467e-05, -7.40925898e-04, -4.93130996e-04,  8.47402494e-04,
       -5.69855911e-04, -1.73692568e-03, -3.81397578e-04,  5.51877543e-04,
        6.84956249e-05, -1.38362101e-03, -9.58956720e-04,  9.92626767e-04,
       -4.95374570e-06, -1.92064457e-04,  1.24986155e-03, -3.77200078e-04,
       -1.82043732e-05, -5.42833004e-04,  5.49408025e-04,  1.00234710e-03,
       -1.48228579e-03, -1.08488917e-03,  3.07399372e-04, -1.18732878e-05,
       -8.04013922e-04,  4.63520701e-04,  8.33899772e-04, -3.56138131e-04,
       -8.99182050e-04,  2.36547960e-04, -1.03852618e-03, -1.10911159e-03,
       -3.04474233e-04,  1.29998560e-04,  9.00971296e-04, -1.20881072e-03,
       -1.36979599e-03, -6.29595830e-04, -1.08072779e-03, -6.51949493e-04,
       -1.02244155e-03, -7.20219163e-04, -1.57359304e-04,  2.32487408e-04,
        8.91610864e-04, -8.67549563e-04,  2.32707433e-04,  4.95089858e-04,
       -1.98514643e-03, -1.70978601e-03, -7.55840214e-04, -1.81031253e-04,
        1.07088708e-03,  5.38428430e-04, -7.77043228e-04, -1.34420162e-03,
       -1.81008375e-03, -3.58743768e-04,  6.55826181e-04, -3.49304901e-05,
       -8.51177087e-04, -7.40840449e-04, -2.12696286e-05, -9.96167189e-04,
       -2.48671812e-03, -6.27243600e-04,  1.13098780e-04, -7.21014279e-04,
       -1.08441245e-03, -5.56019135e-04, -1.65177626e-04, -3.39968712e-04,
       -3.24365479e-04, -9.82924132e-04, -1.22127050e-04, -2.31295562e-04,
       -1.18777191e-03, -1.49372523e-03,  2.01251314e-04,  2.16730707e-03,
        5.30372316e-04, -9.32651572e-04,  1.17119591e-04,  1.56997738e-03,
        6.13545359e-04,  1.38358609e-03,  2.02950835e-03, -5.70561679e-04,
        8.84904759e-04,  2.16389913e-03, -3.20410181e-04, -1.43488927e-03,
       -7.55016052e-04,  1.95514353e-04,  2.72247009e-04,  1.94245193e-04,
        1.08912785e-03, -5.67673997e-04, -1.61565584e-03, -6.24008127e-04,
       -5.55658422e-04,  6.94206392e-04,  1.36285683e-03,  2.05005010e-04,
       -6.68099266e-04, -7.23551377e-04,  6.93850452e-04,  4.10058303e-04,
       -1.63585227e-03, -1.41500984e-03, -2.53919075e-04,  1.15922454e-03,
        4.59806295e-04,  3.93286115e-04, -1.01108628e-03, -1.41965388e-03,
        7.58283539e-04, -5.49567863e-04, -1.34558487e-03, -4.99058297e-05,
        4.45947459e-04, -1.70620251e-03, -1.17885717e-03, -2.18759917e-04,
       -1.47403521e-03, -4.46089136e-04,  7.20682321e-04, -6.99818775e-04,
       -5.95940859e-04, -7.99389440e-04, -2.75180239e-04,  9.04248736e-05,
       -2.17865454e-03, -2.03588698e-03, -1.49178097e-03,  3.17221595e-04,
       -5.72877689e-05, -2.27263873e-03, -1.67042715e-03, -6.79864432e-04,
       -6.18031365e-04,  3.07289476e-04, -6.39694103e-04, -8.45187635e-04,
       -1.29873501e-04, -8.69457377e-04,  3.09528987e-04,  1.38093217e-03,
       -1.06123043e-03, -1.79404044e-03, -8.23134324e-05,  8.48038253e-05,
        1.43346755e-04,  6.36018813e-04,  1.15904235e-03, -7.17701798e-04,
       -1.82130595e-03,  3.07772098e-05,  1.74642389e-03, -7.36631628e-04,
       -2.29454366e-03, -6.58263161e-04,  2.57591601e-04, -2.30664416e-04,
       -6.25420886e-04, -6.02046610e-04,  1.64999205e-04,  6.03469845e-04,
       -4.67078033e-04,  2.58155778e-04,  3.56610108e-05, -8.74136109e-04,
        2.28818652e-04, -5.28182369e-04, -1.00138970e-03, -1.41611075e-04,
        1.10797700e-03,  3.57322366e-04, -5.04571479e-04, -1.32924411e-04,
       -3.30727402e-04,  6.29173650e-04, -8.16118030e-04,  1.50398191e-04,
        1.48166773e-05, -2.80427979e-04,  2.80066452e-04, -6.89952634e-04,
       -3.42044368e-04, -9.31631512e-05, -8.26193645e-05, -5.30421094e-04,
       -6.00561674e-04,  5.01746777e-04, -7.55552202e-04, -1.73082144e-03,
        4.90636798e-04, -5.92795666e-04, -1.05074910e-03,  2.68698554e-04,
        9.11508803e-04, -8.12323880e-04, -1.91418070e-03, -5.05231787e-04,
        1.18684804e-03,  2.93150370e-04, -1.52211450e-03, -1.23659949e-04,
        6.04345056e-04,  2.81994027e-04, -3.38343263e-04, -8.85476009e-04,
        7.85244396e-04, -2.57918058e-04, -4.70846571e-04,  1.44068923e-04,
        4.89270838e-04,  3.45610222e-03,  6.70250971e-04, -1.61860231e-03,
       -1.34410954e-03,  3.80850106e-05,  1.03444443e-03,  6.78427969e-05,
       -5.70902601e-04, -9.76599287e-04,  5.17369655e-04,  2.22466697e-04,
        4.82655567e-04,  1.92694366e-04, -9.90599510e-04, -1.61885098e-03,
       -1.62746781e-03, -1.41015393e-03,  1.54968613e-04,  1.26819138e-03,
       -1.28886313e-03, -1.53637456e-03, -1.59720634e-03,  7.84946431e-04,
        1.00954191e-03, -1.92581301e-05, -5.48660755e-04, -8.52425524e-04,
        5.86103823e-04, -2.01147166e-04,  4.50736581e-04, -8.41223402e-04,
       -1.33243634e-03,  3.25056259e-04,  7.59163377e-05, -7.60683557e-04,
       -9.75929375e-04, -1.47417164e-03, -5.73975558e-04, -6.70721696e-04,
       -2.44490220e-04, -5.96434111e-05, -1.19628187e-03, -1.77542621e-03,
       -1.37005502e-03,  6.63447601e-04, -1.08885858e-03, -2.14679609e-03,
        1.86989389e-04,  3.90910282e-04, -1.07028021e-03, -1.24357105e-03,
       -5.14134241e-04, -1.04912533e-03, -1.88516360e-03, -3.59113241e-04,
       -1.26520899e-04,  5.94095385e-04,  1.33928959e-03, -3.12648743e-04,
       -1.22070941e-03, -5.09892765e-04,  4.41043347e-04, -5.89242147e-04,
        4.25773324e-04,  1.58140843e-03, -3.65870481e-04, -1.14293932e-03,
       -1.68524202e-04,  1.51742774e-03,  2.02788110e-03,  3.49082809e-04,
        3.69857321e-06,  7.82020332e-04,  3.94488306e-04,  4.11713176e-04,
       -1.35646085e-04, -9.82611673e-04, -4.82780189e-04,  2.61692876e-05,
        7.88635632e-04,  8.92434153e-04,  4.76888345e-05, -8.50199664e-04,
       -2.16788743e-04,  2.02577910e-03,  2.05552252e-03, -8.88423587e-04,
       -1.59110094e-03, -1.01643102e-03,  4.98563022e-05,  1.80076586e-05,
       -1.44231750e-03,  1.92741689e-04,  1.08860841e-03, -2.79137079e-04,
       -9.51279304e-04, -7.48364546e-04, -1.35461087e-04,  8.67766619e-04,
       -9.18839360e-04, -7.47586484e-04, -2.50429148e-04,  1.08583283e-03,
        1.88274647e-03, -1.07994792e-03, -1.34174759e-03,  8.55236576e-05,
        3.96316696e-04, -1.05401210e-03, -1.12551788e-03,  5.83933783e-04,
        1.24360726e-04, -3.44688352e-03, -1.22064014e-03,  1.41880440e-03,
       -3.83638602e-04, -1.77437183e-03, -8.46975774e-04,  1.49763291e-04,
       -1.00274151e-03,  2.62051981e-05,  3.50001996e-04,  2.55850755e-04,
       -7.72476604e-04,  7.45665806e-04,  1.44742953e-03, -1.85741123e-03,
       -2.20198091e-03, -5.24205097e-04,  1.48926536e-03, -2.77998450e-04,
       -1.19088590e-03, -2.88016687e-04, -1.28699094e-03,  3.30644980e-04,
        6.11699128e-04, -1.76766480e-03, -2.59944820e-04, -3.16875550e-04,
       -2.16410685e-04,  1.08818221e-03,  5.59256732e-05,  1.10709062e-03,
        3.21520813e-04, -1.67242717e-03, -5.36382198e-04,  6.85066741e-04,
       -1.02202885e-03, -7.60296360e-04, -1.42282620e-03, -1.32277538e-03,
        1.60449432e-04, -1.51262153e-03, -9.73129587e-04,  5.63176291e-04,
       -2.11516526e-04, -1.26647786e-03, -1.22300477e-03, -2.55396561e-04,
        8.42530571e-04, -7.79752445e-04, -6.04138244e-04, -3.54238553e-04,
       -6.66981970e-04,  1.00347504e-03,  2.84163310e-04, -7.46041071e-04,
       -4.79900948e-04, -6.53094030e-04, -9.35727076e-05, -4.67436621e-04,
       -2.51305522e-04,  2.59348511e-04,  2.91460201e-05,  4.59780480e-04,
       -1.80367124e-03, -9.33959091e-04,  7.21724122e-04,  8.01183749e-04,
       -2.13217543e-04, -2.17048731e-03, -3.59815022e-04,  6.25738874e-04,
        5.31205558e-04,  5.82356879e-04,  4.48142702e-04,  6.63917395e-04,
        7.15437927e-05, -4.55122849e-04, -5.73154655e-04,  5.67299488e-04,
       -3.63656465e-04, -2.45716976e-04,  2.04403535e-03, -7.91090017e-04,
       -2.22980115e-03, -1.23123158e-04,  1.00404443e-03, -7.34069734e-04,
       -1.44154672e-03, -4.47464379e-04,  6.57254539e-04,  1.44673628e-03,
        2.08440877e-04,  1.15963328e-03, -9.37048753e-05, -7.98867026e-04,
        6.61743106e-05, -4.02909121e-04,  7.72868982e-04,  1.54186215e-03,
       -6.05545501e-05, -8.25942610e-04, -1.60781958e-04, -7.81270559e-04,
        7.15090719e-04,  4.90052800e-04, -1.05153536e-03, -1.48587814e-03,
       -1.47590166e-04,  1.46496517e-03, -6.79949881e-05, -5.31821570e-04,
       -1.47213205e-03, -1.88646349e-03, -5.44526265e-04, -3.66172695e-04,
        4.66278143e-05,  5.79328742e-04,  4.15527058e-04, -1.19070371e-03,
       -8.76815757e-04,  1.77744369e-04, -9.75534029e-04, -5.85925067e-04,
        5.66056638e-04, -4.89160069e-04, -1.07033656e-03, -1.05312234e-03,
       -1.06730103e-03, -6.23801374e-04, -6.56568969e-04,  1.36725852e-04,
       -1.55458064e-03, -1.55733852e-03, -4.12736008e-05,  2.83806352e-04,
       -1.17899035e-03, -1.89702050e-03,  7.18449475e-04, -3.39441583e-04,
       -1.03575538e-03, -7.25922873e-04,  8.83677058e-05,  5.42701979e-04,
       -6.91141875e-04,  4.70437895e-04,  6.68069522e-04,  3.75212374e-04,
       -1.39715162e-03, -5.44884300e-04,  1.77931588e-03, -1.30246417e-03,
       -2.00981041e-03, -9.36749915e-04,  4.38396528e-04,  4.13330708e-04,
       -3.06817004e-04,  1.01266732e-03, -4.86980192e-04, -1.51052605e-03,
        4.07172309e-04,  6.36548444e-04, -3.38739410e-05, -2.80661799e-04,
       -3.05675669e-04, -2.59381603e-04,  3.50380687e-05,  5.41442190e-04,
       -8.15432169e-04, -9.90301254e-04, -2.78062071e-04,  3.29172035e-04,
       -4.84336546e-04, -1.11644820e-03,  3.30369629e-04,  6.52259041e-04,
        1.74535031e-04,  7.76263943e-04,  2.21736685e-04, -8.90719879e-04,
       -8.90567782e-04,  3.32764204e-04,  1.06379611e-03,  5.74025034e-04,
        8.88906303e-04, -2.96622806e-04,  1.11572305e-03,  1.20902667e-03,
       -1.09704514e-03, -1.13920204e-03, -1.44913633e-04, -3.19969637e-04,
       -1.55039201e-03, -1.77409104e-03, -4.56831011e-04,  1.65805424e-04,
       -6.36682787e-04, -2.98045750e-04,  7.07663014e-04, -1.15249735e-04,
       -2.01703841e-03,  5.64747781e-04,  2.47848686e-04, -2.30700127e-03,
       -1.13664661e-03, -3.43561481e-08,  1.22963800e-04, -5.36510081e-04,
        4.61866257e-05, -1.74920584e-04, -8.90733907e-04, -3.44744010e-04,
        2.60250177e-04,  7.16695155e-04,  5.27445693e-04, -1.50750842e-04,
       -4.23926220e-04,  9.09697788e-04,  6.07729016e-04, -1.37670909e-03,
       -1.56055577e-03,  3.78292985e-04,  2.33296247e-04, -6.77083386e-04,
        1.68061117e-03, -1.91965970e-04, -2.24884972e-03, -7.39429728e-04,
       -9.27397981e-04,  3.11093376e-04,  1.11372315e-03, -1.07766513e-03,
       -2.35010567e-03, -1.85378350e-03,  1.18216767e-03,  8.45003466e-04,
       -1.40117679e-03, -1.69837056e-03, -1.60246389e-03,  6.33268384e-04,
       -8.49240692e-04, -1.41338399e-03, -5.98058512e-04, -4.42862889e-04,
        1.42644031e-03,  4.30655055e-04, -1.15810451e-03,  4.70642670e-04,
        5.18932124e-04,  3.32306990e-05,  2.72951642e-04, -1.38766787e-04,
        6.83215505e-04, -1.62789936e-03, -2.49238545e-03, -6.51755981e-05,
        4.03925602e-04, -1.05433435e-04,  2.14550644e-04, -3.96502699e-04,
       -2.28435150e-03, -8.62890680e-04,  5.78170118e-04, -3.22650420e-04,
        1.27662661e-05, -2.11619466e-04, -1.06724026e-03,  8.06651020e-04,
        3.85225867e-04, -1.45863474e-03, -7.22012541e-04, -9.27373127e-04,
       -1.08404073e-03,  1.38302174e-04, -7.85532757e-04, -1.60266156e-03,
        2.96013919e-03,  1.52325793e-03, -1.77337416e-03,  3.48420544e-05,
       -7.47485959e-04, -6.70728507e-04,  1.44455314e-03,  2.01268733e-04,
       -1.48225122e-03,  3.45425273e-04,  1.57249183e-03,  1.49436179e-03,
        9.74432274e-04,  9.73364586e-05,  2.93602905e-04,  6.01418607e-04,
        1.76558446e-04, -1.20504841e-03, -1.25342817e-03,  6.85223902e-04,
        1.77107716e-03,  1.86459243e-03,  4.93303756e-04, -5.39584085e-04,
       -8.25366995e-04,  3.82047438e-04, -5.83950779e-04, -3.80162557e-04,
       -7.61450268e-04, -1.24690670e-03,  5.74902224e-04,  1.11257978e-04,
       -6.51071139e-04, -4.61812568e-04,  3.43987303e-05,  1.95631036e-03,
       -2.13924912e-04, -3.18024191e-03, -5.08060621e-04, -2.18902642e-04,
        6.38581987e-05,  2.06999437e-04,  7.11663379e-05, -2.54846993e-03,
        1.08510524e-03, -4.75752167e-03], dtype=float32), 'path': 'atcosim/WAVdata/gf1/gf1_01/gf1_01_237.wav', 'sampling_rate': 16000}",
<OT> merci </OT> ,071_0573,"{'array': array([-0.01098439, -0.01504574,  0.00086941, ..., -0.01066782,
       -0.0011084 ,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/gf1/gf1_01/gf1_01_238.wav', 'sampling_rate': 16000}",I SEE
alitalia six zero six identified cleared st prex rolampont flight level three four zero ,071_0574,"{'array': array([-0.00085655, -0.00414066, -0.0176718 , ..., -0.00531576,
       -0.00649187,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/gm1/gm1_01/gm1_01_001.wav', 'sampling_rate': 16000}",I TEL Y SIX O SIX IHT ENTY FIVE TE CLEAR THE SAMPEONON PONFLETE I TREE FALS EL
alitalia one zero two bravo identified cleared st prex rolampont flight level three four zero ,071_0575,"{'array': array([-6.6699594e-04,  5.1374291e-04, -2.8970169e-03, ...,
       -1.0079612e-02,  9.6555093e-05, -7.7600656e-03], dtype=float32), 'path': 'atcosim/WAVdata/gm1/gm1_01/gm1_01_002.wav', 'sampling_rate': 16000}",U THEN YE ONES EO TOO BAVO IDENTIFI DECLARED SA PREOANPONF LIKE THE I TREE FALLS ILL
alitalia two one eight identified cleared st prex rolampont climb to flight level three two zero ,071_0576,"{'array': array([-0.0058487 , -0.01327295, -0.01049913, ..., -0.00529993,
       -0.00904056,  0.00437169], dtype=float32), 'path': 'atcosim/WAVdata/gm1/gm1_01/gm1_01_003.wav', 'sampling_rate': 16000}",A Y TAL TWO ON EIGHT IDENTIFIEDCLEARED SOMPRE O ON PON CLIME TO FLITE LEVEL TREE TWO ZERO
hapag lloyd one two four climb to flight level three six zero ,071_0577,"{'array': array([-0.0082776 , -0.00663484, -0.01118178, ..., -0.00051193,
       -0.01043221,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/gm1/gm1_01/gm1_01_004.wav', 'sampling_rate': 16000}",BIGLAD ONE TOO FOR LAM TORLET THIVI TA SXEL
hapag lloyd one two four contact radar on one two eight decimal one five good bye ,071_0578,"{'array': array([-0.00933252, -0.01181232, -0.00742892, ...,  0.00582227,
        0.00086442,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/gm1/gm1_01/gm1_01_005.wav', 'sampling_rate': 16000}",IPIGID ONE TWO FOUR CONTAC TEDA ON ONE TO A DISSIMI ONE FIVE GOOD BYE
<FL> </FL> ,071_0579,"{'array': array([ 0.00054949, -0.02750925, -0.01628336, ...,  0.00018957,
        0.00097029, -0.00032191], dtype=float32), 'path': 'atcosim/WAVdata/gm1/gm1_01/gm1_01_006.wav', 'sampling_rate': 16000}",I FARS VENSEX AN CONSETO NE 'L HAVE TO EE CEPT TWASONDIS
<FL> </FL> ,071_0580,"{'array': array([-0.00866444, -0.01507675, -0.01638871, ..., -0.01522118,
       -0.01085736, -0.01041051], dtype=float32), 'path': 'atcosim/WAVdata/gm1/gm1_01/gm1_01_007.wav', 'sampling_rate': 16000}",OTEL FAICOOK OTEKTE MARE SO SOMEO SANK GET TO SING O WIL
speedway three three five two due to traffic descend to flight level three three zero ,071_0581,"{'array': array([-0.01195635, -0.01599183, -0.01231713, ...,  0.00017512,
        0.0017344 ,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/gm1/gm1_01/gm1_01_008.wav', 'sampling_rate': 16000}",SPEED WAY THRE THREE FIVE TWO JUTO TRAFFIC DECEND FLIHT LEVEL TE TREZI
olympic two zero two bonjour maintain flight level two nine zero via passeiry torino ,071_0582,"{'array': array([-0.01049431, -0.0104798 , -0.0023256 , ...,  0.00485706,
       -0.00120325,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/gm1/gm1_01/gm1_01_009.wav', 'sampling_rate': 16000}",AN A BIG TWO ZERO TWO MONSO MAINTAIN PLACEVI TWO NINE E ZEO YOA PASEITOINO
speedbird five zero six zero contact milano on one two five decimal eight five good bye ,071_0583,"{'array': array([-0.01442502, -0.01240499, -0.00966833, ...,  0.0094556 ,
       -0.01031993, -0.00168781], dtype=float32), 'path': 'atcosim/WAVdata/gm1/gm1_01/gm1_01_010.wav', 'sampling_rate': 16000}",SPEED ABOUT FIVE ZERO SIX ZERO CON TAK ME DOWN THE ON ONE TWO FIVE DISEMINAT FIVE GOOD BYE
alitalia one one zero bonjour squawk five seven six four ,071_0584,"{'array': array([ 0.00209801, -0.00369443, -0.00965167, ...,  0.00191885,
       -0.00061018,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/gm1/gm1_01/gm1_01_011.wav', 'sampling_rate': 16000}",I THOH YEAH ONE ONES THE WHOL MONS REAL SCOK FIVE SEVEN SIX FOR
iberia three five three zero contact zurich on one three four decimal six good bye ,071_0585,"{'array': array([-0.01109558, -0.01156667, -0.01295066, ..., -0.00593853,
        0.00180083, -0.00491866], dtype=float32), 'path': 'atcosim/WAVdata/gm1/gm1_01/gm1_01_012.wav', 'sampling_rate': 16000}",I B YA TWENTY FIVE TWEES E HO CON TEXORIC ON ONE THREE FOUR TI SIM IA SIX GOOD BYE
