transcription,recording_id,labels,model_transcription
golf juliett india turn right to herbi intersection ,051_0244,"[3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3
 3 4 3 3 3 3 3 3 3 3 3 3 3 3 4]",GOLF JULIET INDIA TURND RIGHT TO HERBEY INTERSECTION
tarom three seven two contact rhein radar one three two decimal four ,031_0573,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",TON THREE SEVEN TWO CONTACT WINNREDA ONE THREE TWO DE SIMMAL FOUR
air portugal four one one three contact zurich one three four decimal six au revoir ,071_0887,"[3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4
 3 3 4 3 3 3 3 3 3 4]",A PORTEGAL FOUR ONE ONE THREE CONTACERIC ONE THREE FOUR DESTIMAL SIX OA
sunwing five two one two in radar contact ,021_0657,"[3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 3 3 4]",SUMMING FIVE TO ONE TWO IN RADIR CONTACT
~k ~l ~m three four six climb to flight level three two zero ,041_0591,"[3 3 4 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3
 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",KILL HIM THREE FOUR SIX CLIMBED TO FLIHT LEVEL TRI TOZERON
sabena seven eight one six is identified climb to flight level three four zero ,091_0543,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 3 3
 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4
 3 3 3 3 4]",SABENA SEVEN EIGHT ONE SIX IS IDENTIFIED CLIMBED TO FLIGHT LEVEL THREE FOUR ZERO
sobelair two five five seven contact rhein one three two decimal four ,061_0524,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",SOBLE TWO FIVE FIVE SEVEN QUINTICT RINE ONE THREE TWO DESMAL FOUR
speedway three four six nine good afternoon maintain level three hundred ,081_0784,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3
 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4]",SPEET WE THREE FOUR SIX NINE OR GOOD AFTERNOON MAINTAIND LEVEL THREE HUNDRED
lufthansa five five zero four contact zurich one three four decimal six ,021_0629,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",LOTANZA FIVE FIVE ZIRO FOUR CONTEXT U IGMENTRY FOUR DISIMAL SIX
lufthansa four six five two contact zurich one three four decimal six ,061_0564,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3
 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",LUFTENZA FOUR SIX FIVE TWO CONTACT SIRICHMUANTRI FOURDESMO SIX
air berlin five zero eight one roger climb initially to level three four zero ,072_0097,"[3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3
 3 3 3 4]",A BULIN FIVE CERO EIGHT ONE RUSSIAR CLIMB INITIALLY TO LEVEL THREE FOUR ZERON
belstar five two six hotel call rhein on one three two decimal four ,021_0463,"[3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3
 4 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",BETLESTAR FIVE TWO SIX ATERL COLRINE ON ONE THREE TWO DICIMAL FOUR
gulf air zero three two set course direct fusse further contact munich on one three four milan one three four five two bye bye ,111_0516,"[3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 4
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3
 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4]",GOLFAZROTRI TO SECOSTARIC FUSSER FOR THE CONSA MUNIC OMMONTRI FOR MILAINE ONE THREE FOUR FIVE TWO BABA
roger turn left heading three five five ,061_0078,"[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3
 3 3 4]",OR DROTUN LEFT HEADING THREE FIVE FIVE
aero lloyd five nine zero good morning radar contact maintain two nine zero trasadingen canne ,081_0620,"[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3
 3 4 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4]",ERULI FIVE NINE ZERO GOOD MORNING RADAR CONSACT MAINTAINED TWO NINE ZERO TRASTIN CANNE
<OT> thank you very much </OT> ,011_0386,[3 8 6 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 8 6 3 4],THANK YOU VERY MUCH
turkish five one five rhein radar identified ,071_0277,"[3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 3 3 3 3 3 4]",TURKISH FI FON FIVE FRAN REDAR IDENTIFIED IN
speedbird one two four contact rhein one two seven decimal three seven ,021_0112,"[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",SPEPIRD ONE TWO FOUR CONTACT RINE ONE TWO SEVEN DESMAL THREE SEVEN
german air force five eight five and fly heading three six zero ,021_0416,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4
 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",GERMAN AIR FORCE FIVE EIGHT FIVE AND FLY HEADING THREE SIX SEVEN
alitalia four eight seven contact zurich one three four decimal six ,071_0304,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",ALITALIA FOUR EIGHT SEVEN CONTECT SURIHUANTRI FOR DESSIMAL SIX
lufthansa four three five six radar contact climb flight level three two zero route via trasadingen hochwald morok ,091_0748,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3
 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3
 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3
 3 3 3 4]",LOFTAS A FOUR THREE FIVE SIX RADIR CANTER CLIMBED FLAT LOVE TREE TWO ZERO ROOT BY TROUSETING HOKWILD MODOC
condor one zero four own navigation to st prex climb to flight level three seven zero ,081_0291,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4 3
 3 4 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 3 4]",CONDO ONE ZERO FOUR RAMNIVICATION TROSAM PRECLIMB TO FLIGHT LEVEL THREE SEVEN ZERO
belgian airforce four four turn left now heading three two zero ,021_0264,"[3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4
 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",REGIME PAS FOUR FOUR TURN LEFT NOW HEADING THREE TWO ZERO
speedway three three five two descend initially to flight level three three zero ,091_1052,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 3 4 3 3 3 3 4]",SPEED WAY THREE THREE FIVE TWO DISUND INITIALLY TO FLIAT LEVEL TRE TREE ZORRO
airfrans six seven zero own navigation saronno expect descent in twenty miles ,111_0313,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3
 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3
 3 3 3 4]",E FRON SIX SEVEN ZERO NAVIGATIONS ARONNO EXPECT DESCEND IN TWENTY MILES
sabena seven eight one six good afternoon squawk two seven one six ,091_0542,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3
 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4]",SOINNA SEVEN EIGHT ONE SIX GOOD AFTERNOON SQUAK TWO SEVEN ONE SIX
tag ~k ~l ~m two six four identified [HNOISE] ,051_0473,"[ 3  3  3  4  3  3  4  3  3  4  3  3  4  3  3  3  4  3  3  3  4  3  3  3
  3  4  3  3  3  3  3  3  3  3  3  3  4  3 11  9  8 10 12  5  3  4]",TARKAR EM TWO SIX FOUR IDENTIFIED
airfrans six seven zero good morning identified albix saronno maintain three four zero ,111_0293,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 3 4 3 3 3 3 4]",A FRON SIX SEVEN ZOROCAN MORNING IDENTIFIED ALBICSARONO MAINTAINED THREE FORS AT ALL
sabena eight three eight call rhein on one two seven three seven good day ,041_0428,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3
 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",SABINA EIGHT TRE EIGHT COLRINE ON ONE TWO SEVEN THREE SAVENGREY
alitalia one five seven report your heading ,051_0604,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3
 3 3 3 3 3 3 4]",IL TALYA ONE FIVE SEVEN REPORT YOUR HEADING
one th= yeah one three three one five please ,101_1047,"[3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3
 4 3 3 3 3 3 3 4]",ONE YA ONE THREE THREE ONE FIVE PLEASE
cross air eight five eight is identified ,041_0072,"[3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3
 3 3 3 4]",COSSERE EIGHT FIVE EIGHT IS IDENTIFIED
gibair nine eight eight lima bonjour cleared passeiry torino flight level three three zero ,071_0653,"[3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",CIBANINITATELY MAMORJO CLOD PASERITORINOF LEI VIL TRAT RISI
tag merair six nine five two identified climb flight level two nine zero correction two five zero ,061_0442,"[3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3
 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3
 3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",TARCMAA SIX NINE FIVE TWO IDENTIFIED CLAMFLE LOBER TWO NINE O ZERO ACORRECTION TWO FIVE ZERO
sabena seven eight one six direct to nattenheim ,061_0111,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3 4
 3 3 3 3 3 3 3 3 3 3 4]",T BEEN A SEVEN EIGHT ONE SIXTH DIRECT TO NOTTENHEIM
jat two seven three contact munchen one three four five two tschuss ,061_0408,"[3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3
 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4]",YET TWO SEVEN THREE CONTACT MUNCHIN ONE THREE FOUR FIVE TOTRES
lufthansa four seven hundred climb to flight level three five zero ,111_0270,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",OF TANS A FOUR SEVEN HUNDRED CLIMBED TO FLYG LEVEL THREE FIVE SEERA
