transcription,recording_id,model_transcription
gulf air zero three two set course direct fusse further contact munich on one three four milan one three four five two bye bye ,111_0516,<unk>
roger turn left heading three five five ,061_0078,<unk>
aero lloyd five nine zero good morning radar contact maintain two nine zero trasadingen canne ,081_0620,<unk>
<OT> thank you very much </OT> ,011_0386,<unk>
turkish five one five rhein radar identified ,071_0277,<unk>
speedbird one two four contact rhein one two seven decimal three seven ,021_0112,<unk>
german air force five eight five and fly heading three six zero ,021_0416,<unk>
alitalia four eight seven contact zurich one three four decimal six ,071_0304,<unk>
lufthansa four three five six radar contact climb flight level three two zero route via trasadingen hochwald morok ,091_0748,<unk>
condor one zero four own navigation to st prex climb to flight level three seven zero ,081_0291,<unk>
belgian airforce four four turn left now heading three two zero ,021_0264,<unk>
speedway three three five two descend initially to flight level three three zero ,091_1052,<unk>
airfrans six seven zero own navigation saronno expect descent in twenty miles ,111_0313,<unk>
sabena seven eight one six good afternoon squawk two seven one six ,091_0542,<unk>
tag ~k ~l ~m two six four identified [HNOISE] ,051_0473,<unk>
airfrans six seven zero good morning identified albix saronno maintain three four zero ,111_0293,<unk>
sabena eight three eight call rhein on one two seven three seven good day ,041_0428,<unk>
alitalia one five seven report your heading ,051_0604,<unk>
one th= yeah one three three one five please ,101_1047,<unk>
cross air eight five eight is identified ,041_0072,<unk>
gibair nine eight eight lima bonjour cleared passeiry torino flight level three three zero ,071_0653,<unk>
tag merair six nine five two identified climb flight level two nine zero correction two five zero ,061_0442,<unk>
sabena seven eight one six direct to nattenheim ,061_0111,<unk>
jat two seven three contact munchen one three four five two tschuss ,061_0408,<unk>
lufthansa four seven hundred climb to flight level three five zero ,111_0270,<unk>
alitalia one one seven good morning radar contact ,081_0282,<unk>
aero lloyd five six zero contact marseille one two five decimal eight five au revoir ,072_0118,<unk>
alitalia four eight five rhein identified ,011_0073,<unk>
air berlin five two six one set course to st prex ,101_0766,<unk>
lufthansa five nine three one contact zurich on one three four decimal six good bye ,071_0732,<unk>
air berlin five zero eight one contact geneva one three three one five good bye ,081_0775,<unk>
i'll call you back when you're stable ,031_0741,<unk>
transwede one zero seven geneva one three three one five adios ,092_0301,<unk>
~k ~l ~m three four six turn left to nattenheim ,051_0705,<unk>
so alitalia three two three cleared passeiry torino flight level three three zero ,071_0681,<unk>
iberia three four two two rhein one three two decimal four adios ,111_0144,<unk>
~l ~t ~u six six correction ~l ~t ~u one six zero two contact now geneva one three three decimal one five bye bye ,101_0063,<unk>
sobelair two five five seven contact rhein one three two decimal four ,071_0233,<unk>
gulf air zero zero five is identified ,031_0667,<unk>
netherlands four one four descend to flight level two five zero ,111_0171,<unk>
hapag lloyd six five three call zurich on one three four six ,021_0401,<unk>
lufthansa three six zero four is identified ,031_0566,<unk>
lufthansa three five five six left heading one seven five ,081_0418,<unk>
lufthansa three six zero four is identified proceed to trasadingen climb flight level two nine zero ,021_0537,<unk>
merair six nine five two contact zurich one three four decimal six ,041_0129,<unk>
~i ~f ~o two two bravo roger turn left heading of two five five ,101_0385,<unk>
roger alitalia one five zero turn left heading three four five ,031_0622,<unk>
[EMPTY] ,031_0480,
lufthansa four four zero eight own navigation to st prex ,101_0692,<unk>
nine six zero one squawk two seven six four ,111_0809,<unk>
and expect higher ,072_0117,<unk>
~l ~t ~u seven seven five six bonjour maintain three one zero and ah stand by for climb ,081_0137,<unk>
jet set one four two nine rhein radar identified turn ah left by ten degrees ,071_0218,<unk>
aero lloyd five nine zero set course direct saronno ,082_0101,<unk>
alitalia three one seven contact milano one two five decimal eight five au revoir ,072_0207,<unk>
alitalia six four seven four contact rhein one two seven three seven tschuss ,061_0414,<unk>
aero lloyd five one seven turn right heading ah zero seven zero ,071_0826,<unk>
merair six nine five two left heading one eight zero ,051_0764,<unk>
sabena four eight one contact rhein one three two decimal four ,021_0002,<unk>
affirm ,111_0738,<unk>
alitalia four zero one good morning radar contact maintain three one zero call you back with climb ,091_0453,<unk>
adria one six two seven is identified ,051_0274,<unk>
roger i'll call you back for further climb ,071_0632,<unk>
lufthansa four four zero eight is identified ,111_0660,<unk>
lufthansa triple five zero normal rate of descent direct fribourg ,091_0808,<unk>
alitalia one five zero own navigation to november tango mike ,041_0685,<unk>
swissair four eight eight rhein one three two decimal four good bye ,081_0325,<unk>
sunwing five two one two is in radar contact ,051_0335,<unk>
<FL> </FL> ,071_0940,<unk>
blue five seven two continue heading of one eight five ,111_0413,<unk>
lufthansa four five eight two climb to flight level two nine zero ,031_0755,<unk>
aero lloyd five six two climb to flight level three hundred ,051_0839,<unk>
sunwing five one two three bonjour cleared st prex kir= correction kines st prex arbos epinal flight level three zero zero ,071_0625,<unk>
sabena four eight one contact rhein frequency one three two decimal four tschuss ,061_0015,<unk>
speedbird one two nine contact rhein one three two four tschuss ,021_0219,<unk>
french air force four four one zero descend now to flight level two nine zero ,092_0030,<unk>
lufthansa three five five zero contact zurich one three four decimal six ,021_0614,<unk>
that's ok swissair eight zero six contact now rhein radar one two seven decimal three seven ,012_0185,<unk>
netherlands air force four one four rhein radar identified ,061_0537,<unk>
~t ~w ~a eight eight one contact milan one three four decimal five two bye ,081_0942,<unk>
alitalia four eight five milan one three four five two ,091_0715,<unk>
netherlands four one four milan one three four five two good bye ,081_0893,<unk>
merair six nine five two guten tag identified continue on current heading expect further climb in about three minutes ,021_0257,<unk>
netherlands air force four one four contact milan one three four five two bye ,091_0505,<unk>
~p ~s ~a five two six hotel rhein radar identified ,011_0078,<unk>
~k ~l ~m three hundred kilo direct to nattenheim ,061_0083,<unk>
tarom three seven four climb flight level three four zero ,041_0304,<unk>
roger ,041_0096,<unk>
lufthansa five five zero four good afternoon radar contact ,101_0773,<unk>
french air force four two three four contact reims one three four decimal four bye bye ,091_0304,<unk>
georgia zero three seven contact rhein on one two seven three seven ,041_0452,<unk>
german air force four nine zero one good afternoon radar contact direct st prex ,111_0439,<unk>
alitalia one five zero contact rhein one two zero decimal nine two ciao ,101_0931,<unk>
israeli four four two contact milan one three four five two bye ,101_0244,<unk>
lufthansa three five five six climb flight level two nine zero ,031_0492,<unk>
lufthansa four four zero eight direct st prex ,101_0312,<unk>
japan air four one nine milan one three four five two bye bye ,111_0218,<unk>
air malta four five zero identified route ageri zurich east nelli maintain flight level three two zero ,092_0011,<unk>
alitalia one four nine turn right ten degrees ,031_0519,<unk>
alitalia two nine one report your heading ,051_0780,<unk>
europa three six one own navigation direct tango ,092_0391,<unk>
alfa fox bravo four four proceed own navigation to gotil ,021_0609,<unk>
aero lloyd five one seven good morning radar contact maintain flight level three one zero proceed via willisau trasadingen and then karlsruhe ,081_0520,<unk>
sunwing five two one two is identified good morning ,012_0296,<unk>
airfrans six seven zero descend to flight level two five zero ,111_0321,<unk>
lufthansa four three nine three descend flight level three one zero ,081_0546,<unk>
hamburg air two five four six contact marseille one two five decimal eight five au revoir ,072_0141,<unk>
tunair four eight zero two is identified ,101_0740,<unk>
lufthansa three five six six is identified climb to flight level two nine zero ,031_0561,<unk>
jet set four nine seven rhein radar identified ,031_0142,<unk>
lufthansa three six three eight continue climb to level three five zero ,021_0513,<unk>
india foxtrot golf contact now rhein one three two decimal four good bye ,111_0181,<unk>
[EMPTY] ,092_0392,
airfrans two six two one contact reims one three four four bye bye ,101_0338,<unk>
alitalia two nine one descend to flight level three one zero ,101_0817,<unk>
hapag lloyd six five three zurich one three three four tschuss ,051_0460,<unk>
air berlin five two five five contact ah rhein on one two zero nine two good bye ,101_0655,<unk>
viva nine zero eight one descend to flight level three three zero ,091_0164,<unk>
lufthansa eight two six eight climb flight level three five zero ,091_0309,<unk>
sabena seven eight one six rhein one two seven three seven ,061_0592,<unk>
~k ~l ~m three hundred kilo rhein identified ,011_0044,<unk>
onur air nine eight nine call rhein one two seven three seven ,061_0247,<unk>
seven five three six ,111_0068,<unk>
foxtrot sierra india direct trasadingen ,051_0015,<unk>
bee med one rhein ,051_0315,<unk>
alitalia one five zero i say again turn left to november tango mike ,041_0681,<unk>
luxair two six six three climb to flight level three three zero ,071_0557,<unk>
europa seven four four is identified ,011_0165,<unk>
lufthansa four four one six climb flight level two nine zero ,011_0097,<unk>
hapag lloyd three five five one milan one three four five two good bye ,081_0422,<unk>
europa three six one own navigation to tango ,091_0244,<unk>
alitalia two four two contact reims on one three four decimal four correction one three two two seven ,071_0739,<unk>
hapag lloyd six five three continue climb flight level three four zero ,081_0956,<unk>
negative two nine zero ,051_0654,<unk>
lufthansa eight two two one milan one three four five two good bye ,081_0884,<unk>
lufthansa eight two six eight good afternoon radar contact fly heading of two one zero call you back with higher ,111_0424,<unk>
jetaviation seven zero one milan one three four five two good bye ,091_0254,<unk>
~u ~s air one four good afternoon roger ,081_0812,<unk>
alitalia four zero one rhein radar identified climb flight level two ni= correction climb flight level two seven zero ,051_0079,<unk>
and europa three eight one descend to flight level two eight zero ,081_0113,<unk>
lufthansa four four one six direct to trasadingen ,061_0133,<unk>
swissair four eight eight turn right heading of ah zero eight zero ,082_0044,<unk>
right one five degrees please ,092_0094,<unk>
lufthansa triple five zero milan one three four five two good bye ,111_0070,<unk>
lufthansa four four zero eight minimum rate two thousand five hundred feet per minute ,071_0692,<unk>
lufthansa four two zero nine descend now flight level three one zero one thousand five hundred feet per minute or more ,031_0257,<unk>
hamburg air two five four six bonjour identified cleared passeiry tour du pin flight level three one zero ,071_0412,<unk>
@aviva nine zero eight one contact milan one three four five two ,081_0592,<unk>
[EMPTY] ,041_0055,
swissair nine three six zero rhein radar one two seven decimal three seven ,012_0187,<unk>
portugalia five four three zurich radar good afternoo= sorry good morning climb to flight level three three zero ,092_0014,<unk>
netherlands air force four one four call zurich on one three four decimal six ,041_0488,<unk>
alitalia two seven four contact rhein one two seven decimal three seven ,051_0190,<unk>
yes stand by a second ,111_0789,<unk>
~k ~l ~m three hundred kilo for shortcut turn left ten degrees ,031_0418,<unk>
sunwing five two one two contact zurich one three four decimal six ,031_0756,<unk>
@aerovic one zero six one good afternoon maintain three three zero trasadingen st prex ,101_0793,<unk>
lufthansa four four zero eight contact geneva one three three one five ,111_0713,<unk>
~p ~s ~a five two six hotel set course to kempten ,051_0105,<unk>
delta echo charlie descend flight level three four zero now ,041_0392,<unk>
lufthansa five three one eight milan one three four five two good bye ,091_0572,<unk>
lufthansa four six five two direct st prex ,111_0559,<unk>
lufthansa five five zero four descend to flight level two five zero ,111_0339,<unk>
alitalia four eight five descend to flight level two nine zero ,091_0207,<unk>
tag sabena eight three six identified ,061_0405,<unk>
air berlin five two six one zurich radar good afternoon identified maintain flight level three four zero and due to crossing traffic turn right by ten degrees until advised ,101_0933,<unk>
transwede one zero seven rhein identified ,021_0017,<unk>
lufthansa three five six six climb to flight level three one zero ,111_0249,<unk>
good morning lufthansa eight two six eight in radar contact ,021_0358,<unk>
alitalia two nine one call zurich on one three four six ,071_0118,<unk>
aero lloyd five nine zero climb flight level two nine zero ,061_0087,<unk>
netherlands four one four milan one three four five two good bye ,091_0705,<unk>
stand by air malta zero zero four turn right heading zero three zero ,111_0012,<unk>
lufthansa four three nine three descend to flight level three one zero ,091_0119,<unk>
lufthansa three six three eight climb flight level three seven zero ,031_0524,<unk>
speedbird one two two rhein radar identified ,061_0618,<unk>
aero lloyd five three three contact rhein control one three two decimal four bye bye ,101_0156,<unk>
egyptair eight eight four is identified ,031_0669,<unk>
condor nine seven two turn left to sierra papa romeo ,111_0620,<unk>
reach six zero one five three roger continue heading ah zero six zero until advised ,101_0886,<unk>
united six nine good morning radar contact descend to flight level three zero zero ,082_0085,<unk>
alitalia two nine two rhein one two zero nine two ,092_0345,<unk>
scandinavian six eight seven is identified ,011_0343,<unk>
<OT> do you have tunis air four eight zero two </OT> ,101_0366,<unk>
<OT> ohh that's nice thanks </OT> ,081_0681,<unk>
sabena eight two six alfa rhein one two zero nine two good bye ,111_0147,<unk>
lauda six eight six nine contact milan one three four five two bye ,082_0151,<unk>
lufthansa four four zero eight contact geneva one three three one five bye bye ,101_0319,<unk>
merair six nine five two climb to flight level three one zero ,051_0296,<unk>
~u ~s air one four descend flight level three four zero left turn heading zero nine zero ,082_0035,<unk>
airfrans three five six turn left to hochwald ,081_0296,<unk>
<FL> </FL> ,071_0930,<unk>
sabena eight two six alfa good afternoon squawk seven five three one ,091_0640,<unk>
lufthansa four six five two own navigation to st prex contact geneva one three three one five good bye ,111_0168,<unk>
alitalia four zero one zurich one three four decimal six ,051_0115,<unk>
lufthansa four four zero eight own navigation st prex ,111_0215,<unk>
sata nine six zero one contact zurich one three three decimal four good bye ,101_0769,<unk>
jetcom one three three further climb clearance contact radar one three three point four bye ,091_0803,<unk>
alitalia four eight seven good morning radar contact ,111_0173,<unk>
that's correct the rate two thousand ,082_0022,<unk>
delta india charlie papa alfa rhein radar identified ,021_0062,<unk>
hapag lloyd six five three report rate of climb ,021_0008,<unk>
swissair eight zero six report your rate of climb ,011_0220,<unk>
india fox golf turn right to zurich east ,111_0163,<unk>
lufthansa four three seven six good morning maintain flight level two nine zero trasadingen st prex ,091_0953,<unk>
golf juliett india contact zurich one three three decimal four ,051_0272,<unk>
lufthansa four four one six confirm you are cleared flight level two nine zero confirm in the climb ,031_0102,<unk>
transwede one zero seven marseille one two five eight five good bye ,071_0555,<unk>
transavia three eight one contact milan one three four five two bye ,111_0430,<unk>
lufthansa four four one six own navigation direct canne ,091_0955,<unk>
lufthansa four four zero eight contact geneva one three three one five good bye ,101_0699,<unk>
lufthansa four four zero eight turn right heading two one zero ,101_0680,<unk>
algerie two zero seven three climb to flight level two nine zero ,021_0690,<unk>
jet set four four two good morning radar contact continue descent to flight level three two zero ,091_0365,<unk>
scandinavian six eight six radar contact climb flight level three four zero ,091_0266,<unk>
lufthansa triple three zero is identified climb to flight level two nine zero ,051_0377,<unk>
alitalia six four seven four report your heading ,051_0720,<unk>
<FL> </FL> ,071_0745,<unk>
cross air six eight zero set course direct to bilsa ,071_0374,<unk>
skyfox one zero six resume you're own navigation direct to kamas ,071_0697,<unk>
saudia one five five descend to flight level three one zero due to traffic and own navigation direct to dijon ,081_0049,<unk>
~l ~t ~u seven seven five six radar contact climb flight level two nine zero ,111_0517,<unk>
lufthansa three five six six contact zurich one three four decimal six ,011_0234,<unk>
lufthansa four four one six direct to trasadingen ,061_0300,<unk>
lufthansa four four one six call zurich on one three four decimal six ,061_0318,<unk>
swissair seven eight three romeo rhein radar identified ,031_0146,<unk>
lufthansa five three one eight contact milan one three four five two bye ,091_0749,<unk>
roger ,031_0642,<unk>
aero lloyd five nine zero in radar contact climb to flight level two nine zero ,041_0457,<unk>
lufthansa five three zero five direct ah turn right ten degrees ,101_0007,<unk>
lufthansa four three nine three good afternoon radar contact flight planned route ,111_0483,<unk>
jet set four nine seven radar contact ,041_0536,<unk>
iberia three four seven three bonjour climb to flight level two nine zero ,071_0913,<unk>
sabena nine seven zero climb to flight level three four zero ,071_0400,<unk>
affirm ,051_0827,<unk>
gulf air zero three two radar contact call you back with lower ,111_0469,<unk>
belgian airforce one four four contact rhein radar ah disregard belgian airforce one four four turn right ten degrees report new heading ,041_0663,<unk>
roger break lufthansa three three three zero fly heading two zero eight ,041_0757,<unk>
sierra alfa fox one one two proceed direct to nattenheim ,061_0305,<unk>
ah aero lloyd five nine zero ,081_0329,<unk>
aero lloyd five nine zero milan one three four five two good bye ,111_0185,<unk>
malaysian two contact rhein one two seven decimal three seven ,051_0040,<unk>
shamrock six seven seven are you able for flight level three eight zero ,071_0622,<unk>
malaysian four contact rhein one two seven decimal three seven ,061_0504,<unk>
alitalia four eight five contact zurich one three three four tschuss ,061_0131,<unk>
<FL> </FL> ,071_0341,<unk>
gulf air zero three two set course direct fusse ,082_0024,<unk>
alitalia one three five what is you mach number ,021_0320,<unk>
<FL> </FL> ,081_0072,<unk>
[EMPTY] ,082_0121,
midland seven two zero rhein one two seven three seven ,012_0147,<unk>
sabena eight two six alfa climb flight level three zero zero ,091_0403,<unk>
and swissair eight zero six contact rhein radar one two seven decimal three seven ,051_0202,<unk>
hapag lloyd six five three climb to flight level two nine zero direct trasadingen ,061_0207,<unk>
hapag lloyd one seven one please contact ah geneva one three three one five again ,091_0833,<unk>
sabena eight two six alfa own navigation to trasadingen ,091_0153,<unk>
speedbird five six three climb to flight level three five zero ,081_0021,<unk>
german air force four one four fly heading two one zero until advised ,091_0965,<unk>
speedbird five six nine bonjour squawk five seven six three ,071_0636,<unk>
tag sabena nine three six nine identified ,051_0558,<unk>
[EMPTY] ,041_0348,
lufthansa four three nine three descend to flight level three hundred ,111_0087,<unk>
november one four five whiskey ah thank you contact ah geneva one two eight one five good bye ,071_0540,<unk>
speedway three four six nine milan one three four five two good bye ,101_0614,<unk>
scandinavian six one seven contact zurich one three four six tschuss ,031_0313,<unk>
good morning adria one six four two squawk two seven one zero ,091_0861,<unk>
jetcom one three three climb to flight level three three zero ,081_0263,<unk>
[EMPTY] ,011_0317,
onur air nine eight nine rhein radar identified ,071_0212,<unk>
no one three two decimal four please ,051_0352,<unk>
roger airfrans two six two one radar contact anyhow squawk two seven seven three ,101_0041,<unk>
speedbird one two nine identified ,051_0216,<unk>
netherlands air force four one four descend flight level two five zero rate of descent at least two thousand until passing two nine zero ,111_0565,<unk>
air malta one zero zero contact reims on one three four four bye bye ,091_0524,<unk>
merair six nine five two proceed now own navigation to trasadingen ,031_0655,<unk>
[EMPTY] ,111_0199,
aero lloyd five three three heading due north ,101_0414,<unk>
lufthansa four two zero nine proceed direct to dinkelsbuhl ,061_0434,<unk>
hapag lloyd three five five one rhein radar identified ,061_0569,<unk>
transwede one zero seven climb now flight level three one zero ,051_0475,<unk>
belgian airforce one four four non ~r ~v ~s ~m identified ,041_0067,<unk>
~k ~l ~m three four six contact rhein radar one two seven decimal three seven ,041_0047,<unk>
speedbird two two three contact rhein one two seven decimal three seven ,071_0312,<unk>
jet set one four two nine contact rhein one two seven decimal three seven ,011_0080,<unk>
oscar oscar papa hotel india contact rhein one three two decimal four ,061_0613,<unk>
alitalia station co= ah alitalia four eight seven i got it you're identified ,011_0098,<unk>
~k ~l ~m three four six climb to flight level three two zero ,071_0028,<unk>
airfrans three five six contact reims on one three four decimal four bye bye ,082_0094,<unk>
airfrans six eight nine turn left ten degrees report new heading ,111_0701,<unk>
station calling ,091_0580,<unk>
roger continue heading three five zero radar vectors nattenheim ,051_0493,<unk>
six nine five two you should have contacted zurich already one three four decimal six ,011_0335,<unk>
tarom three seven four contact now rhein radar one three two decimal four ,041_0658,<unk>
delta mike echo fly heading one seven zero climb flight level two seven zero ,031_0632,<unk>
good morning lufthansa four four one six ah radar contact maintain for the time two nine zero further climb in ah twenty five miles trasadingen canne ,082_0122,<unk>
lufthansa three five seven seven radar contact route ageri zurich east nelli ,091_0790,<unk>
german air force four nine zero one turn right heading two five zero ,071_0852,<unk>
airfrans zero zero nine november squawk three four no two seven four four ,111_0694,<unk>
alitalia one four nine radar contact ,041_0520,<unk>
lufthansa four two zero nine turn left direct to dinkelsbuhl delta kilo bravo ,011_0258,<unk>
sabena seven eight one six for separation climb flight level three two zero ,051_0090,<unk>
alitalia six four seven four is identified ,041_0574,<unk>
sabena four eight one proceed direct to dinkelsbuhl ,061_0002,<unk>
lufthansa four seven zero zero zurich radar good morning identified maintain flight level two nine zero trasadingen st prex call you back for further climb ,111_0258,<unk>
alitalia three two four contact reims one three four four bye ,101_0201,<unk>
alitalia four eight five good morning radar contact ,061_0266,<unk>
alitalia four zero one good morning roger ,081_0343,<unk>
sabena eight zero six climb to flight level three four zero ,101_0805,<unk>
bafair four correction belgian airforce four four report your heading ,021_0249,<unk>
netherlands three five ,051_0585,<unk>
go ahead ,101_0260,<unk>
alitalia four eight seven zurich radar one three four decimal six ,051_0144,<unk>
portugal four one one three bonjour identified cleared st prex willisau flight level three one zero ,072_0073,<unk>
ah negative tarom three seven four ,041_0151,<unk>
to confirm sabena eight zero one you are passing three one zero ,071_0331,<unk>
sata s= nine six zero one turn right ten degrees ,101_0186,<unk>
speedway three three five two good morning i'll call you back for descent ,091_1037,<unk>
olympic one four four rhein radar identified ,051_0033,<unk>
speedbird two two three contact rhein one two seven three seven tschuss ,051_0587,<unk>
condor one zero four good afternoon squawk seven five three one ,091_0607,<unk>
condor triple six good afternoon climb to flight level two nine zero ,101_0668,<unk>
alitalia one one seven descend to flight level two seven zero ,091_0690,<unk>
that's correct stand that routing ,101_0009,<unk>
expect higher with zurich in ah four minutes ,012_0191,<unk>
alitalia three two four report your mach number ,111_0791,<unk>
cross air five one two contact geneva one two five decimal eight five au revoir ,072_0036,<unk>
good morning ~k ~l ~m two six four in radar contact ,021_0408,<unk>
transwede one zero one contact zurich one three three decimal four ,031_0021,<unk>
<FL> </FL> ,072_0189,<unk>
golf bravo victor juliett india good morning identified ,012_0209,<unk>
alitalia two nine two proceed to nattenheim ,061_0184,<unk>
sabena eight three six identified ,041_0614,<unk>
adria one six four two turn left ten degrees ,091_0876,<unk>
condor triple six zurich radar good afternoon continue climb to flight level three three zero ,101_0870,<unk>
delta lima lima radar contact ,041_0499,<unk>
alitalia six four seven four contact rhein radar one two seven decimal three seven ,051_0260,<unk>
air berlin five two five five contact rhein radar one two seven decimal three seven ,051_0213,<unk>
yeah united six nine just cleared of traffic descend to flight level two nine zero ,092_0332,<unk>
jet set four nine seven correction four eight seven identified ,051_0615,<unk>
~k ~l ~m three one seven is identified however this is the wrong frequency ah i'll call you back for a new one ,041_0085,<unk>
air algerie ah two zero seven three climb to flight level three one zero ,071_0133,<unk>
german air force four nine zero one good afternoon maintain level three four zero trasadingen and st prex ,091_0581,<unk>
good morning german air force four nine zero one radar contact maintain flight level three four zero trasadingen st prex ,081_0963,<unk>
aero lloyd three six three contact rhein one two seven three seven ,061_0655,<unk>
delta india hotel echo bravo is identified ,111_0616,<unk>
lufthansa four six five two guten tag roger ,081_0846,<unk>
sabena nine seven zero own navigation direct to arbos ,081_0041,<unk>
delta mike echo likewise zurich one three four decimal six ,021_0653,<unk>
britannia three zero six alfa contact rhein radar one three two decimal four ,041_0139,<unk>
sabena nine six eight to permit climb turn left heading ah two nine zero ,071_0717,<unk>
transwede one zero seven turn now right to st prex ,092_0272,<unk>
speedway three four six nine contact milan one three four five two bye ,091_0884,<unk>
lufthansa three five five zero what is your rate of climb ,021_0596,<unk>
jetaviation seven zero one own navigation direct st prex ,111_0189,<unk>
delta foxtrot sierra turn right heading of two one zero ,101_0344,<unk>
ah charl= ah constellation two two five one good morning radar contact ,021_0379,<unk>
united six nine roger good morning radar contact ,081_0604,<unk>
zulu bravo bravo contact milano one two five decimal eight five au revoir ,072_0113,<unk>
aero lloyd five three three due traffic continue present heading ,071_0708,<unk>
~u ~s air one four good morning descend to flight level three three zero ,092_0282,<unk>
@bama one five good afternoon radar contact your heading ,101_0016,<unk>
foxtrot sierra india descend to flight level two five zero ,081_0776,<unk>
roger ,101_0434,<unk>
scandinavian six eight six report your heading ,091_0001,<unk>
lufty four three seven six good afternoon radar contact maintain flight level three zero zero and ah fly heading of ah one ni= nine five ,111_0602,<unk>
scandinavian six one seven proceed to fribourg fox romeo india ,031_0666,<unk>
britannia triple two alfa guten tag identified ,051_0513,<unk>
hapag lloyd three five five one contact zurich on one three three four ,041_0514,<unk>
@aviva nine zero eight one roger radar contact i'll call you back with further descent ,081_0528,<unk>
oscar bravo victor contact marseille one two five decimal eight five au revoir ,072_0206,<unk>
~k ~l ~m three four six i will give you a shortcut to nattenheim turn left heading three five five ,041_0020,<unk>
alitalia four eight five descend to flight level two five zero ,091_0225,<unk>
merair six nine five two is identified to climb to flight level two seven zero proceed direct to trasadingen ,011_0281,<unk>
saudia three four one milan one three four five two good bye ,081_0853,<unk>
sabena seven eight one six ah good morning radar contact ,061_0246,<unk>
golf juliett india contact milan one three four five two bye ,101_0471,<unk>
alitalia two nine two call rhein one two seven three seven ,041_0548,<unk>
algerie two zero seven three heading of ah two one zero ,101_0500,<unk>
condor one zero four good morning squawk seven five three one ,091_0347,<unk>
tag midland seven two zero identified ,061_0148,<unk>
lufthansa four five seven five please contact rhein control on one three two four ,091_0529,<unk>
[EMPTY] ,051_0104,
lufthansa three six zero four good afternoon route trasadingen saronno ,101_0708,<unk>
sobelair two five two one climb flight level three three zero ,041_0201,<unk>
jat two seven three guten tag identified ,061_0361,<unk>
saudia three four one good morning ,081_0290,<unk>
affirm afterwards flight planned route ,111_0728,<unk>
lufthansa three five six six contact zurich one three three decimal four ,051_0683,<unk>
two one zero ,081_0501,<unk>
saudia one five five geneva ,071_0844,<unk>
fox sierra india contact zurich on one three four six ,041_0427,<unk>
german air force five eight five proceed direct to frankfurt expect level change in about four minutes ,051_0054,<unk>
tag midland seven two zero identified ,051_0564,<unk>
lufthansa four six five two contact geneva one three three one five bye bye ,081_0679,<unk>
air malta zero zero four is identified ,092_0141,<unk>
airfrans two four two six right by one five degrees ,092_0137,<unk>
britannia two three six alfa call zurich on one three three four ,041_0546,<unk>
can you increase ,091_0559,<unk>
