transcription,recording_id,labels,model_transcription
swissair nine three five two climb flight level three five zero set course to gotil ,011_0011,"[25 29 15 25 25  7 15 24  4 20 15 20 11  4 26 14 24 11 11  4 12 15 28 11
  4 26 29 21  4  9 18 15 19  8  4 12 18 15 13 14 26  4 18 11 28 11 18  4
 26 14 24 11 11  4 12 15 28 11  4 32 11 24 21  4 25 11 26  4  9 21 27 24
 25 11  4 26 21  4 13 21 26 15 18  4]",svicer a nine a three five two-climb flight level three five ceros tat cos to goteil
lufthansa eight two six eight rhein identified set course trasadingen climb flight level two seven zero ,011_0012,"[18 27 12 26 14  7 20 25  7  4 11 15 13 14 26  4 26 29 21  4 25 15 30  4
 11 15 13 14 26  4 24 14 11 15 20  4 15 10 11 20 26 15 12 15 11 10  4 25
 11 26  4  9 21 27 24 25 11  4 26 24  7 25  7 10 15 20 13 11 20  4  9 18
 15 19  8  4 12 18 15 13 14 26  4 18 11 28 11 18  4 26 29 21  4 25 11 28
 11 20  4 32 11 24 21  4]",loftans are eighty-two-six eight rhin identified set cost trarsetting an climb flight level to seven zero
sabena eight three eight rhein identified direct to gotil ,011_0013,"[25  7  8 11 20  7  4 11 15 13 14 26  4 26 14 24 11 11  4 11 15 13 14 26
  4 24 14 11 15 20  4 15 10 11 20 26 15 12 15 11 10  4 10 15 24 11  9 26
  4 26 21  4 13 21 26 15 18  4]",sapina atriate rhin identified direct to gotil
speedbird one five six contact rhein one two seven three seven ,011_0014,"[25 22 11 11 10  8 15 24 10  4 21 20 11  4 12 15 28 11  4 25 15 30  4  9
 21 20 26  7  9 26  4 24 14 11 15 20  4 21 20 11  4 26 29 21  4 25 11 28
 11 20  4 26 14 24 11 11  4 25 11 28 11 20  4]",speep at one five six quentect rhin won two-seven three seven
foxtrot sierra india rhein identified climb flight level two six zero ,011_0015,"[12 21 30 26 24 21 26  4 25 15 11 24 24  7  4 15 20 10 15  7  4 24 14 11
 15 20  4 15 10 11 20 26 15 12 15 11 10  4  9 18 15 19  8  4 12 18 15 13
 14 26  4 18 11 28 11 18  4 26 29 21  4 25 15 30  4 32 11 24 21  4]",foxfotiera india rhin identified climb flight level to sixiro
transwede one zero one proceed direct to hochwald thereafter st prex ,011_0016,"[26 24  7 20 25 29 11 10 11  4 21 20 11  4 32 11 24 21  4 21 20 11  4 22
 24 21  9 11 11 10  4 10 15 24 11  9 26  4 26 21  4 14 21  9 14 29  7 18
 10  4 26 14 11 24 11  7 12 26 11 24  4 25 26  4 22 24 11 30  4]",translate one sero one proceed direct to whochvald there after solbre
foxtrot sierra india report heading ,011_0017,"[12 21 30 26 24 21 26  4 25 15 11 24 24  7  4 15 20 10 15  7  4 24 11 22
 21 24 26  4 14 11  7 10 15 20 13  4]",foxwal sera india report heading
roger turn left heading one eight five ,011_0018,"[24 21 13 11 24  4 26 27 24 20  4 18 11 12 26  4 14 11  7 10 15 20 13  4
 21 20 11  4 11 15 13 14 26  4 12 15 28 11  4]",rotcheton left hading one eight five
india tango alfa sierra alfa rhein identified ,011_0019,"[15 20 10 15  7  4 26  7 20 13 21  4  7 18 12  7  4 25 15 11 24 24  7  4
  7 18 12  7  4 24 14 11 15 20  4 15 10 11 20 26 15 12 15 11 10  4]",in the atengo alpha siera alpha rhin identified
sabena four eight one contact rhein one three two decimal four ,011_0020,"[25  7  8 11 20  7  4 12 21 27 24  4 11 15 13 14 26  4 21 20 11  4  9 21
 20 26  7  9 26  4 24 14 11 15 20  4 21 20 11  4 26 14 24 11 11  4 26 29
 21  4 10 11  9 15 19  7 18  4 12 21 27 24  4]",sabina foid one contact rhin won the two disimal four
india sierra alfa turn one five degrees to the left ,011_0021,"[15 20 10 15  7  4 25 15 11 24 24  7  4  7 18 12  7  4 26 27 24 20  4 21
 20 11  4 12 15 28 11  4 10 11 13 24 11 11 25  4 26 21  4 26 14 11  4 18
 11 12 26  4]",indiasiera alva turned one five degrees to the left
hapag lloyd six five three rhein identified climb flight level two seven zero ,011_0022,"[14  7 22  7 13  4 18 18 21 31 10  4 25 15 30  4 12 15 28 11  4 26 14 24
 11 11  4 24 14 11 15 20  4 15 10 11 20 26 15 12 15 11 10  4  9 18 15 19
  8  4 12 18 15 13 14 26  4 18 11 28 11 18  4 26 29 21  4 25 11 28 11 20
  4 32 11 24 21  4]",happagloid six-five three rhine-identified lamp flit level two seven zero
swissair nine three five two rhein one two seven decimal three seven ,011_0023,"[25 29 15 25 25  7 15 24  4 20 15 20 11  4 26 14 24 11 11  4 12 15 28 11
  4 26 29 21  4 24 14 11 15 20  4 21 20 11  4 26 29 21  4 25 11 28 11 20
  4 10 11  9 15 19  7 18  4 26 14 24 11 11  4 25 11 28 11 20  4]",swicia nine-three five tou rhine won two-seven dasma three seven
lufthansa eight two six eight climb flight level two nine zero ,011_0024,"[18 27 12 26 14  7 20 25  7  4 11 15 13 14 26  4 26 29 21  4 25 15 30  4
 11 15 13 14 26  4  9 18 15 19  8  4 12 18 15 13 14 26  4 18 11 28 11 18
  4 26 29 21  4 20 15 20 11  4 32 11 24 21  4]",luftansare eight two six eight-glimp flight level to nine on zero
foxtrot sierra india climb flight level two seven zero ,011_0025,"[12 21 30 26 24 21 26  4 25 15 11 24 24  7  4 15 20 10 15  7  4  9 18 15
 19  8  4 12 18 15 13 14 26  4 18 11 28 11 18  4 26 29 21  4 25 11 28 11
 20  4 32 11 24 21  4]",foksrotsiera india climb flight level to seven zero
hapag lloyd six five three climb flight level two nine zero set course trasadingen ,011_0026,"[14  7 22  7 13  4 18 18 21 31 10  4 25 15 30  4 12 15 28 11  4 26 14 24
 11 11  4  9 18 15 19  8  4 12 18 15 13 14 26  4 18 11 28 11 18  4 26 29
 21  4 20 15 20 11  4 32 11 24 21  4 25 11 26  4  9 21 27 24 25 11  4 26
 24  7 25  7 10 15 20 13 11 20  4]",hapagloid six-five three-clime flight level two ninal zeros at cost rasetingin
malaysian two rhein identified ,011_0027,"[19  7 18  7 31 25 15  7 20  4 26 29 21  4 24 14 11 15 20  4 15 10 11 20
 26 15 12 15 11 10  4]",my lession to rin identifined
foxtrot sierra india turn left heading one seven five climb flight level three seven zero ,011_0028,"[12 21 30 26 24 21 26  4 25 15 11 24 24  7  4 15 20 10 15  7  4 26 27 24
 20  4 18 11 12 26  4 14 11  7 10 15 20 13  4 21 20 11  4 25 11 28 11 20
  4 12 15 28 11  4  9 18 15 19  8  4 12 18 15 13 14 26  4 18 11 28 11 18
  4 26 14 24 11 11  4 25 11 28 11 20  4 32 11 24 21  4]",foxroziera india turn left having won seven-five climb-flight level tree seven zero
india sierra alfa turn right to frankfurt ,011_0029,"[15 20 10 15  7  4 25 15 11 24 24  7  4  7 18 12  7  4 26 27 24 20  4 24
 15 13 14 26  4 26 21  4 12 24  7 20 17 12 27 24 26  4]",india sierra alpha turned right to frankfurt
sabena eight three eight contact rhein one two seven three seven ,011_0030,"[25  7  8 11 20  7  4 11 15 13 14 26  4 26 14 24 11 11  4 11 15 13 14 26
  4  9 21 20 26  7  9 26  4 24 14 11 15 20  4 21 20 11  4 26 29 21  4 25
 11 28 11 20  4 26 14 24 11 11  4 25 11 28 11 20  4]",sabina eight three eight contact rin won two seven three seven
swissair six five two zero rhein do you read ,011_0031,"[25 29 15 25 25  7 15 24  4 25 15 30  4 12 15 28 11  4 26 29 21  4 32 11
 24 21  4 24 14 11 15 20  4 10 21  4 31 21 27  4 24 11  7 10  4]",swia six five two cero-rine do you read
lufthansa eight two six eight contact zurich one three four decimal six ,011_0032,"[18 27 12 26 14  7 20 25  7  4 11 15 13 14 26  4 26 29 21  4 25 15 30  4
 11 15 13 14 26  4  9 21 20 26  7  9 26  4 32 27 24 15  9 14  4 21 20 11
  4 26 14 24 11 11  4 12 21 27 24  4 10 11  9 15 19  7 18  4 25 15 30  4]",luftansa ate two six-eight contacts uric one three four desimal six
constellation two two five one rhein identified ,011_0033,"[ 9 21 20 25 26 11 18 18  7 26 15 21 20  4 26 29 21  4 26 29 21  4 12 15
 28 11  4 21 20 11  4 24 14 11 15 20  4 15 10 11 20 26 15 12 15 11 10  4]",constellation to two five fun-rhin identified
transwede one zero one contact zurich one three three decimal four ,011_0034,"[26 24  7 20 25 29 11 10 11  4 21 20 11  4 32 11 24 21  4 21 20 11  4  9
 21 20 26  7  9 26  4 32 27 24 15  9 14  4 21 20 11  4 26 14 24 11 11  4
 26 14 24 11 11  4 10 11  9 15 19  7 18  4 12 21 27 24  4]",transvit one zero one contects ziric on three three dismal four
foxtrot sierra india set course to trasadingen ,011_0035,"[12 21 30 26 24 21 26  4 25 15 11 24 24  7  4 15 20 10 15  7  4 25 11 26
  4  9 21 27 24 25 11  4 26 21  4 26 24  7 25  7 10 15 20 13 11 20  4]",foxwociera india sad cons to transatingen
foxtrot sierra india report rate of climb ,011_0036,"[12 21 30 26 24 21 26  4 25 15 11 24 24  7  4 15 20 10 15  7  4 24 11 22
 21 24 26  4 24  7 26 11  4 21 12  4  9 18 15 19  8  4]",folkswal cera india report rade of climb
roger keep this rate until reaching ,011_0037,"[24 21 13 11 24  4 17 11 11 22  4 26 14 15 25  4 24  7 26 11  4 27 20 26
 15 18  4 24 11  7  9 14 15 20 13  4]",horcher keeps this raight until reaching
swissair six five two zero rhein radar do you read ,011_0038,"[25 29 15 25 25  7 15 24  4 25 15 30  4 12 15 28 11  4 26 29 21  4 32 11
 24 21  4 24 14 11 15 20  4 24  7 10  7 24  4 10 21  4 31 21 27  4 24 11
  7 10  4]",swiss a six-five two ceroline rada do you read
foxtrot sierra india contact zurich one three three decimal four ,011_0039,"[12 21 30 26 24 21 26  4 25 15 11 24 24  7  4 15 20 10 15  7  4  9 21 20
 26  7  9 26  4 32 27 24 15  9 14  4 21 20 11  4 26 14 24 11 11  4 26 14
 24 11 11  4 10 11  9 15 19  7 18  4 12 21 27 24  4]",foxroziar india contect suris won three tree desmal four
olympic one four four rhein identified ,011_0040,"[21 18 31 19 22 15  9  4 21 20 11  4 12 21 27 24  4 12 21 27 24  4 24 14
 11 15 20  4 15 10 11 20 26 15 12 15 11 10  4]",olympic one for four rhine identified
malaysian two contact rhein one two seven three seven ,011_0041,"[19  7 18  7 31 25 15  7 20  4 26 29 21  4  9 21 20 26  7  9 26  4 24 14
 11 15 20  4 21 20 11  4 26 29 21  4 25 11 28 11 20  4 26 14 24 11 11  4
 25 11 28 11 20  4]",malaysian two contect rine won two-seven three seven
georgia air rhein radar identified ,011_0042,"[13 11 21 24 13 15  7  4  7 15 24  4 24 14 11 15 20  4 24  7 10  7 24  4
 15 10 11 20 26 15 12 15 11 10  4]",georgia air ryn reda identified
sobelair two five five seven rhein identified ,011_0043,"[25 21  8 11 18  7 15 24  4 26 29 21  4 12 15 28 11  4 12 15 28 11  4 25
 11 28 11 20  4 24 14 11 15 20  4 15 10 11 20 26 15 12 15 11 10  4]",so play are two five-five seven rhin identified
k l m three hundred kilo rhein identified ,011_0044,"[17  4 18  4 19  4 26 14 24 11 11  4 14 27 20 10 24 11 10  4 17 15 18 21
  4 24 14 11 15 20  4 15 10 11 20 26 15 12 15 11 10  4]",calumn three hundred killo rhyn identifiedhapacloid six-five-treat surich rata won tree four desimal sixtogamania
station calling say again ,011_0045,"[25 26  7 26 15 21 20  4  9  7 18 18 15 20 13  4 25  7 31  4  7 13  7 15
 20  4]",station cowling segen
transwede one zero seven rhein identified ,011_0046,"[26 24  7 20 25 29 11 10 11  4 21 20 11  4 32 11 24 21  4 25 11 28 11 20
  4 24 14 11 15 20  4 15 10 11 20 26 15 12 15 11 10  4]",branswit won seres seven rhynight and defined
india sierra alfa contact rhein one two seven three seven ,011_0047,"[15 20 10 15  7  4 25 15 11 24 24  7  4  7 18 12  7  4  9 21 20 26  7  9
 26  4 24 14 11 15 20  4 21 20 11  4 26 29 21  4 25 11 28 11 20  4 26 14
 24 11 11  4 25 11 28 11 20  4]",india sera alpha contact lhine won two-seven three-seven
alitalia one one seven rhein identified olympic one four four request your heading ,011_0048,"[ 7 18 15 26  7 18 15  7  4 21 20 11  4 21 20 11  4 25 11 28 11 20  4 24
 14 11 15 20  4 15 10 11 20 26 15 12 15 11 10  4 21 18 31 19 22 15  9  4
 21 20 11  4 12 21 27 24  4 12 21 27 24  4 24 11 23 27 11 25 26  4 31 21
 27 24  4 14 11  7 10 15 20 13  4]",al italiabon won seven rhin identifiedolympic one for four requestyor heading
olympic one four four turn left heading one one five for separation ,011_0049,"[21 18 31 19 22 15  9  4 21 20 11  4 12 21 27 24  4 12 21 27 24  4 26 27
 24 20  4 18 11 12 26  4 14 11  7 10 15 20 13  4 21 20 11  4 21 20 11  4
 12 15 28 11  4 12 21 24  4 25 11 22  7 24  7 26 15 21 20  4]",olympic wone for four turn left having won one five for separation
jet set eight one seven rhein identified ,011_0050,"[16 11 26  4 25 11 26  4 11 15 13 14 26  4 21 20 11  4 25 11 28 11 20  4
 24 14 11 15 20  4 15 10 11 20 26 15 12 15 11 10  4]",ched said eight one seven rhyan identified
constellation two two five one contact rhein one three two decimal four ,011_0051,"[ 9 21 20 25 26 11 18 18  7 26 15 21 20  4 26 29 21  4 26 29 21  4 12 15
 28 11  4 21 20 11  4  9 21 20 26  7  9 26  4 24 14 11 15 20  4 21 20 11
  4 26 14 24 11 11  4 26 29 21  4 10 11  9 15 19  7 18  4 12 21 27 24  4]",constellation two to five one contect line one three two dismal four
air malta zero zero four rhein radar identified ,011_0052,"[ 7 15 24  4 19  7 18 26  7  4 32 11 24 21  4 32 11 24 21  4 12 21 27 24
  4 24 14 11 15 20  4 24  7 10  7 24  4 15 10 11 20 26 15 12 15 11 10  4]",ao malta a syrosyroforrine rata identified
olympic one four four set course direct to tango ,011_0053,"[21 18 31 19 22 15  9  4 21 20 11  4 12 21 27 24  4 12 21 27 24  4 25 11
 26  4  9 21 27 24 25 11  4 10 15 24 11  9 26  4 26 21  4 26  7 20 13 21
  4]",olympic one four four set carls direct to tangle
sobelair two five five seven request heading ,011_0054,"[25 21  8 11 18  7 15 24  4 26 29 21  4 12 15 28 11  4 12 15 28 11  4 25
 11 28 11 20  4 24 11 23 27 11 25 26  4 14 11  7 10 15 20 13  4]",so player two five five sevent request heading
sobelair two five five seven turn left heading one one zero separation ,011_0055,"[25 21  8 11 18  7 15 24  4 26 29 21  4 12 15 28 11  4 12 15 28 11  4 25
 11 28 11 20  4 26 27 24 20  4 18 11 12 26  4 14 11  7 10 15 20 13  4 21
 20 11  4 21 20 11  4 32 11 24 21  4 25 11 22  7 24  7 26 15 21 20  4]",so there are two five-five seven to and left hading one one zero separation
georgia zero three seven contact rhein one two seven three seven ,011_0056,"[13 11 21 24 13 15  7  4 32 11 24 21  4 26 14 24 11 11  4 25 11 28 11 20
  4  9 21 20 26  7  9 26  4 24 14 11 15 20  4 21 20 11  4 26 29 21  4 25
 11 28 11 20  4 26 14 24 11 11  4 25 11 28 11 20  4]",chorcia zero three seven contact line won two seven three seven
viva five eight five rhein radar identified ,011_0057,"[28 15 28  7  4 12 15 28 11  4 11 15 13 14 26  4 12 15 28 11  4 24 14 11
 15 20  4 24  7 10  7 24  4 15 10 11 20 26 15 12 15 11 10  4]",we ware five-eit five frine ratar identified
air malta zero zero four for separation descend flight level three one zero ,011_0058,"[ 7 15 24  4 19  7 18 26  7  4 32 11 24 21  4 32 11 24 21  4 12 21 27 24
  4 12 21 24  4 25 11 22  7 24  7 26 15 21 20  4 10 11 25  9 11 20 10  4
 12 18 15 13 14 26  4 18 11 28 11 18  4 26 14 24 11 11  4 21 20 11  4 32
 11 24 21  4]",air multa-zerozero four for separation tesend flight level three one sero
jet set eight one seven contact rhein one two seven decimal three seven ,011_0059,"[16 11 26  4 25 11 26  4 11 15 13 14 26  4 21 20 11  4 25 11 28 11 20  4
  9 21 20 26  7  9 26  4 24 14 11 15 20  4 21 20 11  4 26 29 21  4 25 11
 28 11 20  4 10 11  9 15 19  7 18  4 26 14 24 11 11  4 25 11 28 11 20  4]",chets hadayd one seven contect rine won two seven disnal three seven
k l m two six four rhein identified ,011_0060,"[17  4 18  4 19  4 26 29 21  4 25 15 30  4 12 21 27 24  4 24 14 11 15 20
  4 15 10 11 20 26 15 12 15 11 10  4]",ncalim two six for rhyne identified
sobelair two five five seven maintain heading contact rhein one three two decimal four ,011_0061,"[25 21  8 11 18  7 15 24  4 26 29 21  4 12 15 28 11  4 12 15 28 11  4 25
 11 28 11 20  4 19  7 15 20 26  7 15 20  4 14 11  7 10 15 20 13  4  9 21
 20 26  7  9 26  4 24 14 11 15 20  4 21 20 11  4 26 14 24 11 11  4 26 29
 21  4 10 11  9 15 19  7 18  4 12 21 27 24  4]",soblayar two five-five seven maintain heading contact line one three-two dismal four
olympic one four four contact rhein one three two decimal four ,011_0062,"[21 18 31 19 22 15  9  4 21 20 11  4 12 21 27 24  4 12 21 27 24  4  9 21
 20 26  7  9 26  4 24 14 11 15 20  4 21 20 11  4 26 14 24 11 11  4 26 29
 21  4 10 11  9 15 19  7 18  4 12 21 27 24  4]",olympic one four four-qontact lines won three two dismal four
sabena seven eight one six rhein radar identified ,011_0063,"[25  7  8 11 20  7  4 25 11 28 11 20  4 11 15 13 14 26  4 21 20 11  4 25
 15 30  4 24 14 11 15 20  4 24  7 10  7 24  4 15 10 11 20 26 15 12 15 11
 10  4]",sapina seven eight-one six rhin rata identified
jet set one four two nine rhein identified ,011_0064,"[16 11 26  4 25 11 26  4 21 20 11  4 12 21 27 24  4 26 29 21  4 20 15 20
 11  4 24 14 11 15 20  4 15 10 11 20 26 15 12 15 11 10  4]",chetsit won four two nine ar rhine identified
aero lloyd five nine zero rhein radar identified climb flight level two nine zero ,011_0065,"[ 7 11 24 21  4 18 18 21 31 10  4 12 15 28 11  4 20 15 20 11  4 32 11 24
 21  4 24 14 11 15 20  4 24  7 10  7 24  4 15 10 11 20 26 15 12 15 11 10
  4  9 18 15 19  8  4 12 18 15 13 14 26  4 18 11 28 11 18  4 26 29 21  4
 20 15 20 11  4 32 11 24 21  4]",aeroloid five-nine cyro rine rader identified climb-flight level to nino cyro
aero lloyd five nine zero direct trasadingen ,011_0066,"[ 7 11 24 21  4 18 18 21 31 10  4 12 15 28 11  4 20 15 20 11  4 32 11 24
 21  4 10 15 24 11  9 26  4 26 24  7 25  7 10 15 20 13 11 20  4]",awaloid five nine cerel direct hars atingen
sabena eight three two rhein confirm your level ,011_0067,"[25  7  8 11 20  7  4 11 15 13 14 26  4 26 14 24 11 11  4 26 29 21  4 24
 14 11 15 20  4  9 21 20 12 15 24 19  4 31 21 27 24  4 18 11 28 11 18  4]",sabina ate three to rhyne conform your level
roger identified ,011_0068,[24 21 13 11 24  4 15 10 11 20 26 15 12 15 11 10  4],rodger identified
alitalia one one nine rhein identified ,011_0069,"[ 7 18 15 26  7 18 15  7  4 21 20 11  4 21 20 11  4 20 15 20 11  4 24 14
 11 15 20  4 15 10 11 20 26 15 12 15 11 10  4]",alitalia won on ino rhin identified
k l m three hundred kilo contact rhein one two seven three seven ,011_0070,"[17  4 18  4 19  4 26 14 24 11 11  4 14 27 20 10 24 11 10  4 17 15 18 21
  4  9 21 20 26  7  9 26  4 24 14 11 15 20  4 21 20 11  4 26 29 21  4 25
 11 28 11 20  4 26 14 24 11 11  4 25 11 28 11 20  4]",calum three hundred kilo qontect rine won two seven three-seven
transwede one zero seven contact zurich one three four decimal six ,011_0071,"[26 24  7 20 25 29 11 10 11  4 21 20 11  4 32 11 24 21  4 25 11 28 11 20
  4  9 21 20 26  7  9 26  4 32 27 24 15  9 14  4 21 20 11  4 26 14 24 11
 11  4 12 21 27 24  4 10 11  9 15 19  7 18  4 25 15 30  4]",transmit one zero seven contact surish one three four decimal six
alitalia one one seven zurich one three three decimal four ,011_0072,"[ 7 18 15 26  7 18 15  7  4 21 20 11  4 21 20 11  4 25 11 28 11 20  4 32
 27 24 15  9 14  4 21 20 11  4 26 14 24 11 11  4 26 14 24 11 11  4 10 11
  9 15 19  7 18  4 12 21 27 24  4]",alitalia on won seven suris won three treaders muth four
alitalia four eight five rhein identified ,011_0073,"[ 7 18 15 26  7 18 15  7  4 12 21 27 24  4 11 15 13 14 26  4 12 15 28 11
  4 24 14 11 15 20  4 15 10 11 20 26 15 12 15 11 10  4]",al italia for eigt five rhyne identified
viva five eight five request heading ,011_0074,"[28 15 28  7  4 12 15 28 11  4 11 15 13 14 26  4 12 15 28 11  4 24 11 23
 27 11 25 26  4 14 11  7 10 15 20 13  4]",view are five fet five request heading
roger right turn heading zero three zero ,011_0075,"[24 21 13 11 24  4 24 15 13 14 26  4 26 27 24 20  4 14 11  7 10 15 20 13
  4 32 11 24 21  4 26 14 24 11 11  4 32 11 24 21  4]",rocer writer on hading zero tri cero
lufthansa four six five two rhein radar identified climb flight level two nine zero set course trasadingen ,011_0076,"[18 27 12 26 14  7 20 25  7  4 12 21 27 24  4 25 15 30  4 12 15 28 11  4
 26 29 21  4 24 14 11 15 20  4 24  7 10  7 24  4 15 10 11 20 26 15 12 15
 11 10  4  9 18 15 19  8  4 12 18 15 13 14 26  4 18 11 28 11 18  4 26 29
 21  4 20 15 20 11  4 32 11 24 21  4 25 11 26  4  9 21 27 24 25 11  4 26
 24  7 25  7 10 15 20 13 11 20  4]",loftensar four six five two rhine rata identified flim-fligh level two nino zero at cased rarceting in
delta india charlie papa alfa rhein radar identified ,011_0077,"[10 11 18 26  7  4 15 20 10 15  7  4  9 14  7 24 18 15 11  4 22  7 22  7
  4  7 18 12  7  4 24 14 11 15 20  4 24  7 10  7 24  4 15 10 11 20 26 15
 12 15 11 10  4]",delta india charlie papar alpha rin rider identified
p s a five two six hotel rhein radar identified ,011_0078,"[22  4 25  4  7  4 12 15 28 11  4 26 29 21  4 25 15 30  4 14 21 26 11 18
  4 24 14 11 15 20  4 24  7 10  7 24  4 15 10 11 20 26 15 12 15 11 10  4]",bases are five to-six hotel rine rada identified
viva five eight five turn left to frankfurt ,011_0079,"[28 15 28  7  4 12 15 28 11  4 11 15 13 14 26  4 12 15 28 11  4 26 27 24
 20  4 18 11 12 26  4 26 21  4 12 24  7 20 17 12 27 24 26  4]",beare five-feght five to an left to frankfurt
jet set one four two nine contact rhein one two seven decimal three seven ,011_0080,"[16 11 26  4 25 11 26  4 21 20 11  4 12 21 27 24  4 26 29 21  4 20 15 20
 11  4  9 21 20 26  7  9 26  4 24 14 11 15 20  4 21 20 11  4 26 29 21  4
 25 11 28 11 20  4 10 11  9 15 19  7 18  4 26 14 24 11 11  4 25 11 28 11
 20  4]",chatsat won for to nine aquentec rin won two-seven desmal tri-seven
air malta zero zero four rhein radar one two seven three seven ,011_0081,"[ 7 15 24  4 19  7 18 26  7  4 32 11 24 21  4 32 11 24 21  4 12 21 27 24
  4 24 14 11 15 20  4 24  7 10  7 24  4 21 20 11  4 26 29 21  4 25 11 28
 11 20  4 26 14 24 11 11  4 25 11 28 11 20  4]",a maltaseruserofor rinrater won two seven three seven
alitalia four zero one ah rhein identified climb flight level two seven zero ,011_0082,"[ 7 18 15 26  7 18 15  7  4 12 21 27 24  4 32 11 24 21  4 21 20 11  4  7
 14  4 24 14 11 15 20  4 15 10 11 20 26 15 12 15 11 10  4  9 18 15 19  8
  4 12 18 15 13 14 26  4 18 11 28 11 18  4 26 29 21  4 25 11 28 11 20  4
 32 11 24 21  4]",alitalia for ciroana rhin identified climed flyt level two seven cero
sabena eight three two contact rhein one two seven three seven ,011_0083,"[25  7  8 11 20  7  4 11 15 13 14 26  4 26 14 24 11 11  4 26 29 21  4  9
 21 20 26  7  9 26  4 24 14 11 15 20  4 21 20 11  4 26 29 21  4 25 11 28
 11 20  4 26 14 24 11 11  4 25 11 28 11 20  4]",sabina ate three two qontect line won two seven three seven
sabena seven eight one six turn left to gotil ,011_0084,"[25  7  8 11 20  7  4 25 11 28 11 20  4 11 15 13 14 26  4 21 20 11  4 25
 15 30  4 26 27 24 20  4 18 11 12 26  4 26 21  4 13 21 26 15 18  4]",sapina seven-eight one sixter and left to gouthil
viva five eight five contact rhein one two seven decimal three seven ,011_0085,"[28 15 28  7  4 12 15 28 11  4 11 15 13 14 26  4 12 15 28 11  4  9 21 20
 26  7  9 26  4 24 14 11 15 20  4 21 20 11  4 26 29 21  4 25 11 28 11 20
  4 10 11  9 15 19  7 18  4 26 14 24 11 11  4 25 11 28 11 20  4]",viva five fate five contectline won two-seven dismal three-seven
hapag lloyd three five five one rhein identified ,011_0086,"[14  7 22  7 13  4 18 18 21 31 10  4 26 14 24 11 11  4 12 15 28 11  4 12
 15 28 11  4 21 20 11  4 24 14 11 15 20  4 15 10 11 20 26 15 12 15 11 10
  4]",habacloidri ffifon rhyn identified
