transcription,recording_id,model_transcription
speedbird one two nine roger opposite traffic at level three two zero expedite and stop descent at level two nine zero ,071_0014,<unk>
hamburg air two five four six contact geneva one three three one five bye bye ,091_0351,<unk>
<FL> </FL> ,071_0526,<unk>
transwede one zero seven geneva ,071_0890,<unk>
airfrans three five six set course to morok climb to flight level three two zero ,111_0092,<unk>
lufthansa four five eight two is identified climb to flight level two seven zero ,011_0362,<unk>
alitalia four zero one own navigation to canne ,081_0891,<unk>
delta india mike lima lima good morning radar contact ,012_0114,<unk>
aero lloyd five one seven own navigation to karlsruhe ,081_0319,<unk>
lufthansa three five seven seven good morning squawk two seven six six ,111_0006,<unk>
affirm ,031_0617,<unk>
golf bravo victor juliett india contact zurich one three three four tschuss ,061_0446,<unk>
shamrock six seven seven squawk five seven seven six ,071_0614,<unk>
german air force five eight five turn right heading zero one zero ,051_0495,<unk>
hapag lloyd eight six ah correction hapag lloyd six five three climb flight level three three zero final level ,111_0450,<unk>
lufthansa three five six six stop your climb at flight level three six zero ,051_0677,<unk>
alitalia three hundred contact paris one three three decimal eight two au revoir ,072_0066,<unk>
netherlands four one four descend to flight level two seven zero ,081_0888,<unk>
lufthansa three six zero four zurich radar good morning you're identified route direct to saronno now [HNOISE] and continue climb to flight level three four zero ,111_0262,<unk>
hamburg air two five four six report heading ,072_0100,<unk>
alitalia three six nine direct trasadingen now ,031_0338,<unk>
hapag lloyd three five five one radar contact ,041_0484,<unk>
roger do so @aerovic one zero six one ,041_0094,<unk>
~k ~l ~m two six four contact rhein one two seven decimal three seven ,031_0081,<unk>
speedbird one two four contact rhein one two seven three seven good bye ,011_0113,<unk>
alitalia four eight five rhein radar identified ,031_0440,<unk>
lufthansa five three zero five roger turn right heading of zero one zero ,101_0023,<unk>
gulf air five rhein one two seven three seven tschuss ,041_0329,<unk>
algerie two zero seven three contact zurich one three four decimal six ,051_0846,<unk>
tag lufthansa five five zero four identified report your heading ,061_0416,<unk>
georgia zero three seven contact rhein one two seven three seven ,011_0056,<unk>
sabena eight three two rhein radar one two seven three seven ,021_0067,<unk>
<OT> we're stopping so one ah thank you </OT> ,061_0343,<unk>
airfrans six seven three four your heading ,081_0605,<unk>
lufthansa five five zero four climb now to flight level three three zero ,011_0286,<unk>
alitalia two three four bonjour ah ah squawk ah five seven seven five ,072_0044,<unk>
thank you ,011_0384,<unk>
lufthansa four seven zero three descend to flight level two nine zero ,111_0706,<unk>
@bama one five rhein radar ,051_0631,<unk>
speedbird three eight nine climb flight level three one zero ,011_0161,<unk>
<FL> </FL> ,081_0164,<unk>
malaysian two call rhein on one two seven three seven good day ,021_0387,<unk>
thank you ,041_0639,<unk>
aero lloyd five six zero contact geneva on one three three one five bye bye ,082_0002,<unk>
hapag lloyd six five three turn right heading two two zero ,091_0069,<unk>
lufthansa four two zero nine proceed now direct to dinkelsbuhl ,031_0240,<unk>
lufthansa four four one six climb flight level two nine zero when passing two six zero direct trasadingen ,051_0539,<unk>
tag @aerovic one zero six one identified ,041_0288,<unk>
lufthansa four seven two three continue descent flight level two nine zero ,081_0466,<unk>
~k ~l ~m three zero zero kilo you were instructed to turn left by one five degrees you're in a right turn so continue left now three zero degrees ,061_0242,<unk>
[EMPTY] ,101_0649,<unk>
netherlands air force four one four climb to level three three zero ,061_0283,<unk>
europa three six three good morning proceed direct to frankfurt ,061_0309,<unk>
swissair eight zero six expect climb in about one minute with the rate of fifteen hundred feet per minute or more ,041_0206,<unk>
french line nine one six three call now sorry resume own navigation to fusse and contact milan one three four five two bye bye ,091_1029,<unk>
hapag lloyd three five five one good afternoon descend to flight level three one zero ,081_0910,<unk>
aero lloyd five six two climb to flight level three three zero ,041_0751,<unk>
[NONSENSE] air onur air two five seven contact reims one three four decimal four ,111_0634,<unk>
lufthansa four two zero seven good afternoon in radar contact ,071_0021,<unk>
speedbird five six three contact geneva on one two eight one five good bye ,071_0369,<unk>
hapag lloyd six five three good morning maintain level three hundred trasadingen st prex ,091_0575,<unk>
roger report your heading ,021_0196,<unk>
malaysian four is identified ,051_0306,<unk>
berlin fi= ,051_0035,<unk>
air inter three two zero papa hotel good morning squawk two seven one two ,091_0767,<unk>
~l ~t ~u seven seven five six good afternoon roger ,091_0652,<unk>
blue five seven two contact milan one three four five two good bye ,081_0730,<unk>
lufthansa four two zero nine good afternoon in radar contact ,071_0041,<unk>
alitalia three two four squawk five seven four seven ,111_0785,<unk>
lufthansa four four one six rhein identified stand by for higher turn ah left by one five degrees ,011_0095,<unk>
sabena eight three two rhein radar identified ,061_0533,<unk>
gulf air zero zero five is identified ,051_0774,<unk>
tag lufthansa three three three zero identified climb flight level two five zero ,031_0335,<unk>
viva five eight five request heading ,011_0074,<unk>
<FL> </FL> ,071_0563,<unk>
lufthansa three five seven seven turn right heading three six zero ,091_0067,<unk>
turkair nine two five ah reims one three four four good bye ,091_0721,<unk>
lufthansa three five five zero radar contact ah climb to flight level three one zero ,071_0039,<unk>
sunwing five two one four contact zurich one three three four tschuss ,031_0349,<unk>
~p ~s ~a five two six hotel rhein radar identified ,071_0246,<unk>
roger contact geneva one two eight one five good bye ,071_0561,<unk>
luftha= ,091_0864,<unk>
tag swiss eight zero six identified climb to flight level three one zero ,031_0170,<unk>
saudia one five five climb to flight level three two zero ,072_0072,<unk>
malaysian two rhein one two seven three seven good day ,061_0229,<unk>
lufthansa four six five two climb flight level three three zero final level ,111_0545,<unk>
lufthansa triple three zero climb to flight level two nine zero ,011_0363,<unk>
alitalia two nine one contact milan one three four five two bye bye ,101_0250,<unk>
singa one one two non ~r ~v ~s ~m radar contact ,041_0487,<unk>
lufthansa four four zero eight what is your requested flight level ,111_0691,<unk>
roger for higher contact radar one two eight decimal one five au revoir ,071_0945,<unk>
airfrans three two six one good afternoon squawk two seven two four climb to flight level two eight zero ,091_0547,<unk>
alitalia three six nine is identified ,031_0684,<unk>
jet set eight one seven contact rhein one two seven three seven ,031_0041,<unk>
lufthansa four four zero eight climb flight level three one zero ,101_0025,<unk>
merair six nine four four contact zurich one three four decimal six ,031_0706,<unk>
turkair five one five call rhein on one two seven three seven good day ,012_0125,<unk>
egyptair eight eight four turn right to kilo papa tango ,041_0145,<unk>
@aerovic one zero six one climb again flight level two nine zero now ,061_0478,<unk>
<FL> </FL> ,071_0460,<unk>
austrian four one two own navigation direct to fusse ,081_0411,<unk>
how many miles ,081_0835,<unk>
jetcom one three three good morning climb to flight level three one zero ,081_0220,<unk>
good afternoon lufthansa three six zero four climb to flight level three one zero ,071_0001,<unk>
air berlin five two six one contact geneva one three three decimal one five bye bye ,092_0051,<unk>
five five zero four report your heading ,031_0236,<unk>
sabena eight zero one direct trasadingen ,012_0152,<unk>
transwede one zero seven bonjour maintain flight level three three zero via st prex then direct bilsa ,081_0136,<unk>
golf juliett india turn right to trasadingen ,012_0222,<unk>
speedbird five eight zero descend to flight level two one zero ,081_0029,<unk>
for higher level genev= ah zurich one three three decimal four good bye ,081_0794,<unk>
tarom seven five three four zurich radar good afternoon identified trasadingen zurich east fusse maintain flight level three three zero ,101_0881,<unk>
good afternoon lufthansa five two three six identified ,011_0233,<unk>
sabena eight zero six good afternoon squawk two seven four one ,101_0801,<unk>
cotam one one four one set course direct fusse further contact now milan on one three four five two bye bye ,091_0395,<unk>
merair six nine four four contact zurich one three four decimal six ,051_0364,<unk>
swissair four eight eight good morning roger ,111_0072,<unk>
aero lloyd five one seven bonjour identified cleared kines st prex willisau flight level three two zero ,071_0355,<unk>
lufthansa five five zero four turn right heading one nine zero ,021_0592,<unk>
roger turn right heading zero one zero ,051_0554,<unk>
maintain level three hundred expect higher with zurich ,051_0768,<unk>
sabena eight two six alfa roger left turn by one five degrees ,091_0415,<unk>
turkish nine two five is identified maintain level three two zero trasadingen hochwald morok ,081_0879,<unk>
alitalia two nine one turn right one zero degrees ,031_0267,<unk>
belstar five zero two hotel rhein identified ,011_0092,<unk>
sabena eight zero six call zurich sector one three three four ,092_0111,<unk>
alitalia four eight seven contact zurich one three four decimal six ,011_0126,<unk>
lufthansa eight two six eight contact zurich one three four decimal six ,071_0199,<unk>
air berlin five two five five is identified you're cleared direct to frankfurt ,051_0635,<unk>
swissair six five five two stop climb level two seven zero ,091_0605,<unk>
lufthansa five three one eight milan one three four five two good bye ,101_0537,<unk>
roger ali= algerie two zero seven three maintain heading even after passing november kilo romeo ,041_0157,<unk>
lufthansa four seven zero three contact milan one three four five two bye bye ,101_0038,<unk>
alitalia four eight five descend flight level two five zero ,091_0923,<unk>
good morning scandinavian six eight six squawk two seven zero four ,091_0263,<unk>
delta india charlie papa alfa contact milano one three four decimal five two ,051_0143,<unk>
transwede one zero one contact zurich one three three decimal four ,051_0038,<unk>
calling rhein say again ,051_0817,<unk>
air berlin five two five five contact rhein radar one two seven decimal three seven ,021_0542,<unk>
algerie two zero seven three turn right direct to hotel oscar charlie afterwards proceed to st prex flight planned route ,011_0345,<unk>
tag lufthansa five two one seven identified proceed to dinkelsbuhl delta kilo bravo ,031_0283,<unk>
speedbird one five six call rhein on one two seven three seven good day ,061_0201,<unk>
ai= air berlin five two five five contact rhein one two seven three seven tschuss ,021_0186,<unk>
[HNOISE] station calling ,091_0968,<unk>
~k ~l ~m three four six direct karlsruhe ,101_0296,<unk>
<OT> airfrans six seven zero yes kill it </OT> ,111_0806,<unk>
roger left turn heading three six zero for separation for about three minutes ,021_0060,<unk>
air berlin five zero seven three is identified however you have been sent to the wrong frequency come up rhein radar one three two decimal four ,041_0604,<unk>
cross air six eight zero set course direct to bilsa ,081_0016,<unk>
alitalia two nine two set course direct trasadingen ,091_0444,<unk>
a wind reading an indication on the wind at your flight level ,031_0552,<unk>
tunair seven six six contact reims on one three four four good bye ,071_0684,<unk>
united six nine good morning roger rate two thousand or more ,081_0344,<unk>
lufthansa four two zero nine contact rhein on one three two decimal four ,071_0070,<unk>
lufthansa four six five two geneva one two eight one five good bye ,071_0553,<unk>
<OT> that's okay </OT> ,011_0164,<unk>
swissair nine three five nine descend to flight level three four zero ,041_0142,<unk>
sabena eight three zero is identified ,051_0199,<unk>
alitalia two nine two rhein radar identified ,031_0117,<unk>
transwede one zero seven turn left ten degrees climb to level three two zero ,061_0233,<unk>
ah say again ,092_0249,<unk>
good bye ,012_0110,<unk>
hapag lloyd six five three good afternoon climb to flight level three three zero ,081_0762,<unk>
[EMPTY] ,101_0003,<unk>
five zero two hotel contact rhein one three two decimal four ,071_0293,<unk>
jetcom one three three turn right one zero degrees climb to flight level three four zero ,081_0755,<unk>
swissair four eight eight confirm in climb to two eight zero ,081_0805,<unk>
lufthansa five five zero four is identified ,031_0623,<unk>
affirm tarom three seven four contact rhein one three two decimal four ,021_0642,<unk>
sabena eight zero one radar contact ,012_0139,<unk>
india yankee juliett descend to flight level two five zero ,081_0880,<unk>
transwede one zero seven good afternoon radar contact maintain flight level three three zero trasadingen st prex ,091_0814,<unk>
lufthansa four four one six set course to trasadingen and climb to flight level two nine zero ,051_0109,<unk>
aero lloyd five one seven set course direct karlsruhe ,111_0523,<unk>
~u ~s air one four contact milan one three four five two good bye ,092_0299,<unk>
jet set one four two nine contact rhein one two seven three seven ,021_0058,<unk>
merair six nine five two is identified climb to flight level two seven zero proceed direct to trasadingen ,021_0616,<unk>
roger contact reims one three four four please ,081_0066,<unk>
~l ~t ~u seven seven five six good morning radar contact climb flight level two nine zero ,091_0409,<unk>
alitalia four zero four right turn ten degrees ,101_0111,<unk>
britannia two three six alfa rhein radar identified ,031_0490,<unk>
lauda six eight six nine descend to flight level two nine zero ,091_0249,<unk>
<FL> </FL> ,041_0554,<unk>
airfrans zero zero nine november good morning squawk two seven four four ,101_0309,<unk>
lufthansa five two one seven contact rhein radar one three two decimal four ,051_0805,<unk>
speedbird one two nine proceed direct to mike uniform november now ,021_0571,<unk>
@aerovic one zero six one can you increase to decimal seven six ,051_0758,<unk>
yeah should be with ah one two eight one five i think ,072_0051,<unk>
lufthansa five two three six rhein one two seven three seven tschuss ,021_0224,<unk>
swissair six five two zero proceed direct trasadingen ,081_0915,<unk>
aha and confirm level two eight zero ,081_0836,<unk>
~p ~s ~a five zero two hotel contact ,071_0292,<unk>
speedbird nine four november is your callsign ,111_0693,<unk>
aero lloyd five nine zero contact zurich one three four decimal six ,021_0073,<unk>
tag swissair nine three six zero identified ,061_0358,<unk>
airfrans three five six climb flight level three two zero ,091_0396,<unk>
cross air five one two descend to flight level two eight zero due traffic ,072_0030,<unk>
netherlands air force four one four non ~r ~v ~s ~m radar contact ,061_0260,<unk>
french air for= ah say again please ,101_0749,<unk>
sabena eight zero one turn right by one five degrees ,061_0630,<unk>
airfrans six eight zero contact milan one three four five two bye bye ,101_0476,<unk>
lufthansa five five zero four and milan one three four five two bye bye ,101_0211,<unk>
swissair four eight eight contact rhein control on ah one three two decimal four ,081_0590,<unk>
foxtrot sierra india direct canne ,111_0455,<unk>
air berlin five zero eight one contact geneva on ah one three three one five bye bye ,082_0030,<unk>
~k ~l ~m two six four report your heading ,051_0492,<unk>
alitalia three two four identified maintain flight level three two zero route albix hochwald morok ,092_0039,<unk>
alitalia four eight seven descend to flight level three three zero ,091_0713,<unk>
aero lloyd five one seven contact zurich on one ,081_0086,<unk>
golf juliett india descend level two nine zero rate two thousand or more ,101_0446,<unk>
[EMPTY] ,111_0445,<unk>
cross air eight five eight contact rhein radar one two seven decimal three seven ,041_0097,<unk>
alitalia three six five contact milano one two five decimal eight five au revoir ,071_0915,<unk>
lufthansa four two zero seven turn left to delta kilo bravo ,051_0694,<unk>
portugal four one one three contact zurich one three four six good bye ,071_0484,<unk>
sabena nine three six nine turn right heading one eight zero ,031_0511,<unk>
air malta zero zero four good morning squawk two seven three five ,091_0280,<unk>
~p ~s ~a five zero two hotel contact rhein one three two decimal four ,031_0115,<unk>
alitalia one four nine zurich one three four decimal six ,051_0167,<unk>
airfrans one five zero nine yeah stand by ,111_0690,<unk>
airfrans three two six one contact geneva one three three one five bye bye ,091_0791,<unk>
alitalia four one six contact rhein one three two decimal four bye bye ,101_0993,<unk>
transwede one zero seven climb flight level three one zero ,031_0037,<unk>
lufthansa four four one six climb flight level three three zero ,061_0571,<unk>
lufthansa five five zero four descend to flight level two five zero ,101_0998,<unk>
roger that would help you get a higher level earlier proceed direct to corna charlie oscar romeo november alfa ,021_0192,<unk>
tarom three seven four contact rhein frequency one three two four tschuss ,031_0290,<unk>
@aviva nine zero eight one descend to flight level three three zero ,091_0376,<unk>
roger shamrock four eight two two further contact milan one three four decimal five two bye bye ,111_0568,<unk>
condor one zero four good afternoon squawk seven five three one ,081_0771,<unk>
call you back break delta echo charlie descend to flight level three seven zero expedite descent ,031_0728,<unk>
transwede one zero one rhein identified set course trasadingen ,011_0005,<unk>
jetcom one three three ah disregard ,101_0557,<unk>
roger turn left heading two two five to permit climb ,072_0077,<unk>
[EMPTY] ,011_0249,<unk>
swissair four eight eight good morning radar contact continue climb flight level three one zero ,082_0014,<unk>
tag sabena eight three six identified ,041_0258,<unk>
aero lloyd five one seven call rhein one two seven three seven good day ,061_0338,<unk>
iberia three four two two right ten degrees ,091_0927,<unk>
sabena eight zero six turn right by one five degrees climb flight level three four zero ,101_0468,<unk>
hapag lloyd three five five one rhein radar identified ,051_0100,<unk>
lufthansa five three zero five left heading ah three four zero ,101_0850,<unk>
luftha= sorry speedway three three five two descend to flight level two nine zero ,091_1061,<unk>
swissair four eight eight turn left by one five degrees climb flight level three t= one zero ,091_0839,<unk>
tag swissair nine three five nine identified ,031_0282,<unk>
station calling say again ,011_0118,<unk>
sabena nine six eight ah turn right heading ah three one zero climb to flight level three six zero ,071_0727,<unk>
lufthansa three five zero eight is identified fly heading one eight five climb flight level two nine zero ,051_0374,<unk>
cross air eight five eight is identified good morning ,012_0245,<unk>
tag ,031_0183,<unk>
~k ~l ~m two six four left turn by ten degrees for shortcut ,061_0561,<unk>
cross air five one eight zurich radar good morning identified routing trasadingen tango two eight zero is final level for you ,092_0034,<unk>
cotam one one four one contact milan one three four five two good bye ,111_0098,<unk>
good afternoon continental four five roger ,091_0724,<unk>
aero lloyd five nine zero contact milan one three four five two bye ,111_0578,<unk>
alitalia four eight five zurich radar one three three decimal four ,051_0114,<unk>
delta mike echo climb to flight level three five zero ,101_1027,<unk>
good morning transavia three eight one radar contact proceed direct saronno ,081_0918,<unk>
aero lloyd five two eight rhein identified ,071_0198,<unk>
hapag lloyd six five three good morning maintain three one zero trasadingen st prex ,092_0194,<unk>
jet set four four two contact milan one three four five two bye ,111_0511,<unk>
belgian airforce four four turn left again heading three one five ,061_0444,<unk>
sabena eight three two contact rhein one two seven three seven tschuss ,051_0506,<unk>
lufthansa four seven zero zero call zurich on one three four decimal six ,071_0036,<unk>
alitalia three seven nine turn right to torino ,071_0742,<unk>
alitalia one five seven report heading ,021_0138,<unk>
foxtrot sierra india contact milan on one three four five two bye bye ,091_0380,<unk>
roger for separation turn right heading one nine five ,041_0266,<unk>
emirates eight one ah milan one three four five two good bye ,091_0568,<unk>
merair six nine four four ,011_0379,<unk>
alitalia six four seven four contact rhein one two zero nine two ,111_0687,<unk>
viva nine zero eight one good morning descend to flight level three three zero ,101_0609,<unk>
and aero lloyd five six two climb flight level two nine zero ,041_0377,<unk>
hapag lloyd six five three good morning radar contact call you back with climb ,081_0498,<unk>
speedbird one two two call rhein on one two seven three seven ,012_0150,<unk>
gulf air zero three two contact milan one three four five two bye bye ,081_0569,<unk>
cross air five one eight turn left heading zero two zero ,101_0167,<unk>
air inter three two zero papa hotel is identified maintain level three two zero trasa hochwald morok ,111_0032,<unk>
israeli four four two heading one seven zero ,101_0490,<unk>
tarom three seven four rhein one three two decimal four ,021_0300,<unk>
sabena nine seven zero climb to flight level three four zero ,081_0033,<unk>
sunwing five two one two good morning identified trasadingen st prex maintain flight level three three zero ,092_0114,<unk>
@indialook expect higher after kilo romeo hotel i'll call you back ,051_0241,<unk>
lufthansa four five eight two proceed to trasadingen ,021_0698,<unk>
lufthansa four six five two ,091_0428,<unk>
saudia one five five identified cleared st prex rollen= correction st prex dijon flight level three two zero ,072_0038,<unk>
lufthansa three five five six climb flight level three one zero ,021_0124,<unk>
november tango mike ,021_0221,<unk>
alitalia three six nine is identified ,021_0662,<unk>
